adulterant,food_category,food_product,method,produced_location,year_begin,year_end
phosphates,Fish and Seafood Products,Seafood,Substitution,"Western Europe, Spain; Western Europe, Italy",Unknown,2015
phosphoric acid,Grains and Grain Products,Sago,Artificial Enhancement,"Southeast Asia, India",Unknown,2013
pig hearts,Meat Products,chicken,Mislabeling,"Southern Africa, South Africa",Unknown,2011
pig hearts,Meat Products,sheep heart,Mislabeling,"Southern Africa, South Africa",Unknown,2011
pig hearts,Meat Products,beef heart,Mislabeling,"Southern Africa, South Africa",Unknown,2011
pig hearts,Meat Products,broiler turkeys,Mislabeling,"Southern Africa, South Africa",Unknown,2011
pig hearts,Meat Products,veal heart,Mislabeling,"Southern Africa, South Africa",Unknown,2011
pig hearts,Meat Products,beef,Mislabeling,"Southern Africa, South Africa",Unknown,2011
pig offal,Oils and Fats,cooking oil,Substitution with a non-food-grade substance,"East Asia, China",2011,2012
pig's blood,Meat Products,beef,Substitution,"East Asia, China",Unknown,2015
pigments,Eggs,eggs,Substitution with a non-food-grade substance,"East Asia, China",Unknown,2012
pilocarpine hydrochloride,Other Foods,Chocolate Candies,Disgruntled Employee,"North America, United States",1987,1987
plant hormone,Produce and Legumes,Bean Sprouts,Artificial Enhancement,"East Asia, China",Unknown,2011
plant material,Coffee and Tea,coffee beans,Dilution with with a non-food-grade substance,"South America, Brazil",Unknown,Unknown
plant material,Coffee and Tea,coffee grounds,Dilution with with a non-food-grade substance,"South America, Brazil",Unknown,Unknown
plum sclereids,Spices and Extracts,Oregano,Dilution,"South America, Argentina",Unknown,1996
plum sclereids,Spices and Extracts,cumin,Dilution,"South America, Argentina",Unknown,1996
plum sclereids,Spices and Extracts,White pepper,Dilution,"South America, Argentina",Unknown,1996
plum sclereids,Spices and Extracts,paprika,Dilution,"South America, Argentina",Unknown,1996
plum sclereids,Spices and Extracts,chili powder,Dilution,"South America, Argentina",Unknown,1996
plum sclereids,Spices and Extracts,Black Pepper,Dilution,"South America, Argentina",Unknown,1996
plum sclereids,Spices and Extracts,Nutmeg,Dilution,"South America, Argentina",Unknown,1996
pollack,Fish and Seafood Products,lobster,Substitution,"North America, United States",Unknown,2015
pollock,Fish and Seafood Products,grouper,Substitution,"North America, United States",2006,2012
poor quality infant formula,Dairy Products,infant formula,Counterfeit,"East Asia, China",2003,2004
porcine,Animal Feed Products,Cat Food Products,Dilution,"North America, United States",2014,2014
porcine,Animal Feed Products,Dog Food Products,Dilution,"North America, United States",2014,2014
porcine bones,Meat Products,chicken,Artificial Enhancement,"Western Europe, Netherlands; Western Europe, Germany; Western Europe, Spain",2001,2009
porcine gristle,Meat Products,chicken,Artificial Enhancement,"Western Europe, Netherlands; Western Europe, Germany; Western Europe, Spain",2001,2009
pork,Meat Products,beef tenderloin,Substitution with a non-food-grade substance,"Eastern Europe, Hungary; South America, Argentina",2012,2013
pork,Meat Products,ground sirloin,Dilution,"North America, United States",1991,1994
pork,Meat Products,Fresh meat,Dilution,unknown,2014,2015
pork,Meat Products,Salami,Dilution,unknown,2014,2015
pork,Meat Products,Sausages,Dilution,unknown,2014,2015
pork,Meat Products,ground beef,Dilution,"North America, United States",1989,1993
pork,Meat Products,lamb,Dilution,"Southeast Asia, Taiwan",Unknown,2014
pork,Meat Products,ground beef,Dilution,"North America, United States",1991,1994
pork,Animal Feed Products,Dog Food Products,Dilution,"North America, United States",2014,2014
pork,Animal Feed Products,Cat Food Products,Dilution,"North America, United States",2014,2014
pork,Meat Products,Yak,Dilution,"Oceania, Australia; North America, United States; North America, Canada",Unknown,2015
pork,Meat Products,lamb,Dilution,"Oceania, Australia; North America, United States; North America, Canada",Unknown,2015
pork,Meat Products,Kangaroo,Dilution,"Oceania, Australia; North America, United States; North America, Canada",Unknown,2015
pork,Meat Products,Black bear,Dilution,"Oceania, Australia; North America, United States; North America, Canada",Unknown,2015
pork,Meat Products,Bison,Dilution,"Oceania, Australia; North America, United States; North America, Canada",Unknown,2015
pork,Meat Products,beef,Substitution,"East Asia, China",Unknown,2013
pork,Meat Products,ground beef,Dilution,"North America, United States",Unknown,1994
pork,Meat Products,Game Meats,Substitution,"Southern Africa, South Africa",Unknown,2013
pork,Meat Products,sausage,Dilution,"Southern Africa, South Africa",Unknown,2013
pork,Meat Products,black pudding,Dilution,unknown,2014,2015
pork,Meat Products,goat meet,Dilution,unknown,2014,2015
pork,Meat Products,lamb burgers,Dilution,unknown,2014,2015
pork,Meat Products,minced steak,Dilution,unknown,2014,2015
pork,Meat Products,sliced lamb,Dilution,unknown,2014,2015
pork,Meat Products,lamb,Mislabeling,"Western Europe, Scotland; Western Europe, United Kingdom",Unknown,2015
pork,Meat Products,beef,Substitution,"East Asia, China",Unknown,2015
pork,Meat Products,burger patties,Dilution,"Southern Africa, South Africa",Unknown,2013
pork,Meat Products,deli meats,Dilution,"Southern Africa, South Africa",Unknown,2013
pork,Meat Products,beef,Dilution,"Eastern Europe, Russia",Unknown,2015
pork,Meat Products,pork,Dilution,"Eastern Europe, Russia",Unknown,2015
pork,Meat Products,dried meat,Dilution,"Southern Africa, South Africa",Unknown,2013
pork,Meat Products,minced meat,Dilution,"Southern Africa, South Africa",Unknown,2013
pork,Meat Products,Ground chuck,Dilution,"North America, United States",1991,1994
pork meat,Animal Feed Products,pet food,Mislabeling,unknown,Unknown,2014
possible canola oil,Oils and Fats,extra virgin olive oil,Dilution with with a non-food-grade substance,unknown,Unknown,2009
possible low quality oil,Oils and Fats,extra virgin olive oil,Dilution with with a non-food-grade substance,unknown,Unknown,2009
possible rapeseed oil,Oils and Fats,extra virgin olive oil,Dilution with with a non-food-grade substance,unknown,Unknown,2009
potassium dichromate,Dairy Products,milk,Artificial Enhancement,"East Asia, China",2005,2011
potassium sorbate,Grains and Grain Products,corn bun dumpling,Artificial Enhancement,"East Asia, China",Unknown,2011
potato,Grains and Grain Products,rice,Substitution,"East Asia, China",2011,2011
potentially DEPC,Fruit Juices and Concentrates,Orange Juice,Dilution,"North America, United States; North America, Canada",1980,1988
potentially Oleum320/IDEA,Fruit Juices and Concentrates,Orange Juice,Dilution,"North America, United States; North America, Canada",1980,1988
potentially natamycin,Fruit Juices and Concentrates,Orange Juice,Dilution,"North America, United States; North America, Canada",1980,1988
poultry,Meat Products,ground beef,Dilution,"North America, United States",1991,1994
poultry,Meat Products,Sausages,Dilution,unknown,2014,2015
poultry,Meat Products,Salami,Dilution,unknown,2014,2015
poultry,Meat Products,Fresh meat,Dilution,unknown,2014,2015
poultry,Meat Products,ground sirloin,Dilution,"North America, United States",1991,1994
poultry,Meat Products,Ground chuck,Dilution,"North America, United States",1991,1994
powdered coloring agent,Oils and Fats,palm oil,Artificial Enhancement,"West Africa, Niger",2006,2011
preservatives,Honey and Other Natural Sweeteners,honey,Dilution,"Southeast Asia, India",Unknown,2015
puffer fish,Fish and Seafood Products,monkfish,Substitution,"North America, United States",2007,2007
pulverized lime,Food Ingredients,bleaching agent,Artificial Enhancement,"East Asia, China",2001,2010
pure alcohol,Alcoholic Beverages,branded alcohol,Counterfeit,"Eastern Europe, Russia",Unknown,2015
pure alcohol,Alcoholic Beverages,cognac,Substitution,"Eastern Europe, Russia",2011,2012
pure alcohol,Alcoholic Beverages,vodka,Substitution,"Eastern Europe, Russia",2011,2012
pure alcohol,Alcoholic Beverages,whiskey,Substitution,"Eastern Europe, Russia",2011,2012
putna rice,Grains and Grain Products,basmati rice,Dilution,"Southeast Asia, India",2000,2007
red oxide paint,Spices and Extracts,poppy seeds,Dilution,"Southeast Asia, India",2013,2015
red oxide paint,Spices and Extracts,Black Pepper,Dilution,"Southeast Asia, India",2013,2015
red oxide paint,Spices and Extracts,cumin,Dilution,"Southeast Asia, India",2013,2015
red pigment,Meat Products,Mutton,Substitution with a non-food-grade substance,"East Asia, China",Unknown,2013
red pigment,Meat Products,lamb,Substitution with a non-food-grade substance,"East Asia, China",Unknown,2013
resin,Eggs,eggs,Substitution with a non-food-grade substance,"East Asia, China",Unknown,2012
rhodamine B,Dairy Products,ghee,Artificial Enhancement,"Southeast Asia, India",2011,2011
rhodamine B,Dairy Products,khoya,Artificial Enhancement,"Southeast Asia, India",2011,2011
rhodamine B,Dairy Products,milk,Artificial Enhancement,"Southeast Asia, India",2011,2011
rhodamine B,Dairy Products,mawa,Artificial Enhancement,"Southeast Asia, India",2011,2011
rhodamine B,Dairy Products,sweets,Artificial Enhancement,"Southeast Asia, India",2011,2011
rice,Grains and Grain Products,maida,Dilution,"Southeast Asia, India",Unknown,2008
rice,Spices and Extracts,turmeric,Artificial Enhancement,"Southeast Asia, India",2015,2015
rice,Grains and Grain Products,wheat flour,Dilution,"Southeast Asia, India",Unknown,2008
rice,Grains and Grain Products,besan,Dilution,"Southeast Asia, India",Unknown,2008
rice brawn oil,Dairy Products,ghee,Dilution,"Southeast Asia, India",Unknown,2015
rice flour,Dairy Products,milk,Dilution,"Southeast Asia, Pakistan",Unknown,2013
rice from Heilongjiang Province,Grains and Grain Products,rice,Dilution,"East Asia, China",2009,2010
rice from Hubei Province,Grains and Grain Products,rice,Dilution,"East Asia, China",2009,2010
rice from Jiangsu Province,Grains and Grain Products,rice,Dilution,"East Asia, China",2009,2010
rice granules,Spices and Extracts,turmeric,Dilution with with a non-food-grade substance,"Southeast Asia, India",2011,2011
rice sugar,Other Beverages,coconut water,Mislabeling,"Southeast Asia, Thailand",Unknown,2014
rockfish,Fish and Seafood Products,snapper,Mislabeling,"North America, United States; Southeast Asia, Indonesia; Southeast Asia, Thailand; North America, Canada; Oceania, New Zealand; Central America and the Caribbean, Nicaragua",2012,2013
rockfish,Fish and Seafood Products,Pacific Snapper,Mislabeling,"North America, United States; Southeast Asia, Indonesia; Southeast Asia, Thailand; North America, Canada; Oceania, New Zealand; Central America and the Caribbean, Nicaragua",2012,2013
rockfish,Fish and Seafood Products,Lane Snapper,Mislabeling,"North America, United States; Southeast Asia, Indonesia; Southeast Asia, Thailand; North America, Canada; Oceania, New Zealand; Central America and the Caribbean, Nicaragua",2012,2013
rockfish,Fish and Seafood Products,Scarlet Red Snapper,Mislabeling,"North America, United States; Southeast Asia, Indonesia; Southeast Asia, Thailand; North America, Canada; Oceania, New Zealand; Central America and the Caribbean, Nicaragua",2012,2013
rockfish,Fish and Seafood Products,Scarlet Snapper,Mislabeling,"North America, United States; Southeast Asia, Indonesia; Southeast Asia, Thailand; North America, Canada; Oceania, New Zealand; Central America and the Caribbean, Nicaragua",2012,2013
rockfish,Fish and Seafood Products,Crimson Snapper,Mislabeling,"North America, United States; Southeast Asia, Indonesia; Southeast Asia, Thailand; North America, Canada; Oceania, New Zealand; Central America and the Caribbean, Nicaragua",2012,2013
rockfish,Fish and Seafood Products,Tai Snapper,Mislabeling,"North America, United States; Southeast Asia, Indonesia; Southeast Asia, Thailand; North America, Canada; Oceania, New Zealand; Central America and the Caribbean, Nicaragua",2012,2013
rocu dye,Spices and Extracts,Nutmeg,Dilution,"South America, Argentina",Unknown,1996
rocu dye,Spices and Extracts,Black Pepper,Dilution,"South America, Argentina",Unknown,1996
rocu dye,Spices and Extracts,chili powder,Dilution,"South America, Argentina",Unknown,1996
rocu dye,Spices and Extracts,cumin,Dilution,"South America, Argentina",Unknown,1996
rocu dye,Spices and Extracts,White pepper,Dilution,"South America, Argentina",Unknown,1996
rocu dye,Spices and Extracts,paprika,Dilution,"South America, Argentina",Unknown,1996
rocu dye,Spices and Extracts,Oregano,Dilution,"South America, Argentina",Unknown,1996
rotten wheat,Grains and Grain Products,wheat,Dilution with with a non-food-grade substance,"Southeast Asia, India",Unknown,2011
saccharin,Fish and Seafood Products,shrimp,Artificial Enhancement,"North America, United States; East Asia, China",1988,1992
saccharin,Food Ingredients,Stevia,Substitution,"South America, Bolivia",Unknown,2014
saccharin sodium,Grains and Grain Products,corn bun dumpling,Substitution,"East Asia, China",Unknown,2011
saccharine,Alcoholic Beverages,Red Wine,Dilution,"Eastern Europe, Bulgaria; Eastern Europe, Romania; Western Europe, Europe",Unknown,2015
saithe,Fish and Seafood Products,cod,Substitution,"Western Europe, Belgium",2015,2015
saithe,Fish and Seafood Products,Bluefin Tuna,Substitution,"Western Europe, Belgium",2015,2015
saithe,Fish and Seafood Products,Common Sole,Substitution,"Western Europe, Belgium",2015,2015
saithe,Fish and Seafood Products,cod,Substitution,"Western Europe, Denmark",2014,2015
salicylic acid,Dairy Products,milk,Dilution,"Southeast Asia, Pakistan",Unknown,2013
salt,Dairy Products,milk,Dilution,"Central America and the Caribbean, Puerto Rico",Unknown,1998
samak,Grains and Grain Products,buckwheat flour,Dilution with with a non-food-grade substance,"Southeast Asia, India",2011,2011
sand,Spices and Extracts,White pepper,Dilution,"South America, Argentina",Unknown,1996
sand,Spices and Extracts,Oregano,Dilution,"South America, Argentina",Unknown,1996
sand,Grains and Grain Products,wheat,Dilution with with a non-food-grade substance,"Southeast Asia, India",Unknown,2011
sand,Spices and Extracts,Nutmeg,Dilution,"South America, Argentina",Unknown,1996
sand,Spices and Extracts,Black Pepper,Dilution,"South America, Argentina",Unknown,1996
sand,Spices and Extracts,paprika,Dilution,"South America, Argentina",Unknown,1996
sand,Spices and Extracts,cumin,Dilution,"South America, Argentina",Unknown,1996
sand,Spices and Extracts,chili powder,Dilution,"South America, Argentina",Unknown,1996
scallop-flavored seafood nuggets,Fish and Seafood Products,scallops,Substitution,"North America, United States",2006,2012
sedatives,Alcoholic Beverages,bootleg liquor,Dilution with with a non-food-grade substance,"Southeast Asia, India",Unknown,2015
sedatives,Alcoholic Beverages,Moonshine,Dilution with with a non-food-grade substance,"Southeast Asia, India",Unknown,2015
seed oil,Oils and Fats,extra virgin olive oil,Mislabeling,"Western Europe, Italy",Unknown,1995
semoline,Spices and Extracts,cumin,Dilution,"Southeast Asia, India",2013,2015
semoline,Spices and Extracts,poppy seeds,Dilution,"Southeast Asia, India",2013,2015
semoline,Spices and Extracts,Black Pepper,Dilution,"Southeast Asia, India",2013,2015
sewage water,Dairy Products,milk,Counterfeit,"Southeast Asia, India",2012,2012
sheep meat,Meat Products,minced steak,Dilution,unknown,2014,2015
sheep meat,Meat Products,black pudding,Dilution,unknown,2014,2015
sheep meat,Meat Products,goat meet,Dilution,unknown,2014,2015
sheep meat,Meat Products,sliced lamb,Dilution,unknown,2014,2015
sheep meat,Meat Products,lamb burgers,Dilution,unknown,2014,2015
sheep milk,Dairy Products,goat cheese,Dilution,"Western Europe, United Kingdom",2014,2014
shovelnose sturgeon,Fish and Seafood Products,sevruga caviar,Transshipment/Origin Masking,"North America, United States; Middle East",1995,1999
shovelnose sturgeon,Fish and Seafood Products,beluga caviar,Transshipment/Origin Masking,"North America, United States; Middle East",1995,1999
singhada,Grains and Grain Products,buckwheat flour,Dilution with with a non-food-grade substance,"Southeast Asia, India",2011,2011
sinopol (a detergent),Dairy Products,milk,Artificial Enhancement,"Southest Asia, Pakistan",2010,2012
skimmed milk powder,Dairy Products,milk,Dilution,"Southeast Asia, India",2011,2012
skimmed milk powder,Dairy Products,milk,Artificial Enhancement,"Southeast Asia, India",2013,2013
skimmed milk powder,Dairy Products,milk,Dilution,"Southeast Asia, Pakistan",Unknown,2013
skins,Oils and Fats,cooking oil,Substitution with a non-food-grade substance,"East Asia, China",2011,2012
smuggled frozen meat,Meat Products,beef,Intentional Distribution of Contaminated Product,"Southeast Asia, India; South America, Brazil",Unknown,2015
smuggled frozen meat,Meat Products,chicken wings,Intentional Distribution of Contaminated Product,"Southeast Asia, India; South America, Brazil",Unknown,2015
smuggled frozen meat,Meat Products,pork,Intentional Distribution of Contaminated Product,"Southeast Asia, India; South America, Brazil",Unknown,2015
snapper,Fish and Seafood Products,grouper,Substitution,"North America, United States",2006,2012
sodium,Dairy Products,milk,Dilution,"South America, Brazil",2014,2014
sodium alginate,Eggs,eggs,Substitution with a non-food-grade substance,"East Asia, China",Unknown,2012
sodium chloride,Dairy Products,milk,Artificial Enhancement,"Southeast Asia, India",2013,2013
sodium citrate,Dairy Products,milk,Dilution,"South America, Brazil",2008,2014
sodium citrate peroxide,Dairy Products,milk,Dilution,"South America, Brazil",2014,2014
sodium copper chlorophyllin,Grains and Grain Products,Spinach noodles,Artificial Enhancement,"Southeast Asia, Taiwan",2011,2013
sodium dichromate,Dairy Products,milk,Artificial Enhancement,"East Asia, China",2005,2011
sodium hydro sulphate,Honey and Other Natural Sweeteners,jaggery,Artificial Enhancement,"Southeast Asia, India",Unknown,2015
sodium hydroxide,Fish and Seafood Products,shrimp,Artificial Enhancement,"North America, United States; East Asia, China",1988,1992
sodium metabisulfite,Produce and Legumes,green peas,Artificial Enhancement,"East Asia, China",2010,2010
sodium tripolyphosphate,Fish and Seafood Products,shrimp,Artificial Enhancement,"North America, United States; East Asia, China",1988,1992
sodium tripolyphosphate,Fish and Seafood Products,Crab & Artichoke Spread,Mislabeling,"North America, United States",Unknown,2013
sodium-based compound,Fish and Seafood Products,natural scallops,Dilution,"North America, United States",Unknown,2012
soil,Spices and Extracts,Oregano,Dilution,"South America, Argentina",Unknown,1996
soil,Spices and Extracts,Black Pepper,Dilution,"South America, Argentina",Unknown,1996
soil,Spices and Extracts,chili powder,Dilution,"South America, Argentina",Unknown,1996
soil,Spices and Extracts,White pepper,Dilution,"South America, Argentina",Unknown,1996
soil,Spices and Extracts,Nutmeg,Dilution,"South America, Argentina",Unknown,1996
soil,Spices and Extracts,cumin,Dilution,"South America, Argentina",Unknown,1996
soil,Spices and Extracts,paprika,Dilution,"South America, Argentina",Unknown,1996
sole,Fish and Seafood Products,flounder,Substitution,"North America, United States",2006,2012
some powders,Dairy Products,ghee,Dilution,"Southeast Asia, India",Unknown,2015
some unknown chemicals,Alcoholic Beverages,liquor,Dilution,"Southeast Asia, India",Unknown,2015
sorbic acid,Meat Products,"""Doktorskaya"" sausage",Mislabeling,"Eastern Europe, Russia",Unknown,2015
sorbitol,Alcoholic Beverages,wine,Artificial Enhancement,"South America, Chile",Unknown,1990
sorbitol,Dairy Products,milk,Dilution,"Southeast Asia, Pakistan",Unknown,2013
sorbitol,Alcoholic Beverages,wine,Dilution,"Oceania, Australia",Unknown,1991
soy,Meat Products,minced meat,Dilution,"Southern Africa, South Africa",Unknown,2013
soy,Dairy Products,ice cream,Mislabeling,"North America, United States",Unknown,2014
soy,Meat Products,deli meats,Dilution,"Southern Africa, South Africa",Unknown,2013
soy,Meat Products,burger patties,Dilution,"Southern Africa, South Africa",Unknown,2013
soy,Meat Products,dried meat,Dilution,"Southern Africa, South Africa",Unknown,2013
soy,Meat Products,sausage,Dilution,"Southern Africa, South Africa",Unknown,2013
soy oil,Dairy Products,pure ghee,Substitution,"Southeast Asia, India",2011,2011
soy protein,Meat Products,"""Doktorskaya"" sausage",Mislabeling,"Eastern Europe, Russia",Unknown,2015
soya oil,Dairy Products,ghee,Dilution,"Southeast Asia, India",2012,2012
soybean,Coffee and Tea,coffee beans,Dilution with with a non-food-grade substance,"South America, Brazil",Unknown,Unknown
soybean,Coffee and Tea,coffee grounds,Dilution with with a non-food-grade substance,"South America, Brazil",Unknown,Unknown
soybean oil,Oils and Fats,Italian Extra Virgin Olive Oil,Mislabeling,"Western Europe, Italy",Unknown,2008
soybeans,Coffee and Tea,coffee,Substitution,"Southeast Asia, Viet Nam",2010,2012
spices,Meat Products,Meat products,Dilution,Western Europe,2014,2015
spices,Meat Products,Fresh meat product,Dilution,Western Europe,2014,2015
staphylococcus aureus,Dairy Products,pasteurized cheese,Mislabeling,"Central America and the Caribbean, Nicaragua",2009,2010
starch,Spices and Extracts,Turmeric Powder,Dilution,"Southeast Asia, India",Unknown,2015
starch,Eggs,eggs,Substitution with a non-food-grade substance,"East Asia, China",Unknown,2012
starch,Dairy Products,milk,Dilution,"Southeast Asia, Pakistan",Unknown,2013
starch,Dairy Products,milk,Dilution with with a non-food-grade substance,"Southeast Asia, India",2011,2011
starch,Dairy Products,romano cheese,Mislabeling,"North America, United States",2012,2012
starch,Dairy Products,parmesan cheese,Mislabeling,"North America, United States",2012,2012
starch,Spices and Extracts,chili powder,Dilution,"Southeast Asia, India",Unknown,2015
starch,Spices and Extracts,coriander powder,Dilution,"Southeast Asia, India",Unknown,2015
starch,Dairy Products,mawa,Dilution,"Southeast Asia, India",Unknown,2012
starch,Meat Products,"""Doktorskaya"" sausage",Mislabeling,"Eastern Europe, Russia",Unknown,2015
starch,Dairy Products,milk,Dilution,"Southeast Asia, India",2011,2012
starch,Dairy Products,powdered milk,Dilution,"East Asia, China",2003,2004
stolen baby food,"Dairy Products, Other Foods",baby food,Theft and Resale,"North America, United States",2002,2003
stolen baby food,"Dairy Products, Other Foods",infant formula,Theft and Resale,"North America, United States",2002,2003
stolen baby formula,Dairy Products,baby formula,Theft and Resale,"North America, United States",2013,2014
stolen baby formula,Dairy Products,baby formula,Theft and Resale,"North America, United States",2013,2014
stolen baby formula,Dairy Products,baby formula,Theft and Resale,"North America, United States",Unknown,2005
stolen infant formula,"Dairy Products, Other Foods",baby food,Theft and Resale,"North America, United States",2002,2003
stolen infant formula,"Dairy Products, Other Foods",infant formula,Theft and Resale,"North America, United States",2002,2003
stolen liquor,Alcoholic Beverages,Brand Name Alcohol,Counterfeit,"Southeast Asia, India",2013,2013
stolen maple syrup,Honey and Other Natural Sweeteners,maple syrup,Theft and Resale,"North America, Canada",2011,2012
stolen muenster cheese,Dairy Products,Muenster cheese,Theft and Resale,"North America, United States",2013,2013
stone powder,Grains and Grain Products,wheat,Dilution with with a non-food-grade substance,"Southeast Asia, India",Unknown,2011
straw,Coffee and Tea,coffee grounds,Dilution with with a non-food-grade substance,"South America, Brazil",Unknown,Unknown
straw,Coffee and Tea,coffee beans,Dilution with with a non-food-grade substance,"South America, Brazil",Unknown,Unknown
sturgeon caviar,Fish and Seafood Products,beluga caviar,Transshipment/Origin Masking,"North America, United States; Middle East",1995,1999
sturgeon caviar,Fish and Seafood Products,sevruga caviar,Transshipment/Origin Masking,"North America, United States; Middle East",1995,1999
sub-standard rice,Grains and Grain Products,Tanzanian rice,Dilution,"East Africa, United Republic of Tanzania",Unknown,2012
substandard mawa,Other Foods,mawa,Dilution with with a non-food-grade substance,"Southeast Asia, India",2011,2011
substandard mawa,Other Foods,oil,Dilution with with a non-food-grade substance,"Southeast Asia, India",2011,2011
substandard mawa,Other Foods,sugar,Dilution with with a non-food-grade substance,"Southeast Asia, India",2011,2011
substandard mawa,Other Foods,sweets,Dilution with with a non-food-grade substance,"Southeast Asia, India",2011,2011
substandard mawa,Other Foods,water,Dilution with with a non-food-grade substance,"Southeast Asia, India",2011,2011
substandard mawa,Other Foods,khowa,Dilution with with a non-food-grade substance,"Southeast Asia, India",2011,2011
substandard oil,Other Foods,water,Dilution with with a non-food-grade substance,"Southeast Asia, India",2011,2011
substandard oil,Other Foods,sugar,Dilution with with a non-food-grade substance,"Southeast Asia, India",2011,2011
substandard oil,Other Foods,mawa,Dilution with with a non-food-grade substance,"Southeast Asia, India",2011,2011
substandard oil,Other Foods,oil,Dilution with with a non-food-grade substance,"Southeast Asia, India",2011,2011
substandard oil,Other Foods,sweets,Dilution with with a non-food-grade substance,"Southeast Asia, India",2011,2011
substandard oil,Other Foods,khowa,Dilution with with a non-food-grade substance,"Southeast Asia, India",2011,2011
substandard sugar,Other Foods,mawa,Dilution with with a non-food-grade substance,"Southeast Asia, India",2011,2011
substandard sugar,Other Foods,oil,Dilution with with a non-food-grade substance,"Southeast Asia, India",2011,2011
substandard sugar,Other Foods,water,Dilution with with a non-food-grade substance,"Southeast Asia, India",2011,2011
substandard sugar,Other Foods,sweets,Dilution with with a non-food-grade substance,"Southeast Asia, India",2011,2011
substandard sugar,Other Foods,khowa,Dilution with with a non-food-grade substance,"Southeast Asia, India",2011,2011
substandard sugar,Other Foods,sugar,Dilution with with a non-food-grade substance,"Southeast Asia, India",2011,2011
substandard water,Other Foods,water,Dilution with with a non-food-grade substance,"Southeast Asia, India",2011,2011
substandard water,Other Foods,sweets,Dilution with with a non-food-grade substance,"Southeast Asia, India",2011,2011
substandard water,Other Foods,sugar,Dilution with with a non-food-grade substance,"Southeast Asia, India",2011,2011
substandard water,Other Foods,oil,Dilution with with a non-food-grade substance,"Southeast Asia, India",2011,2011
substandard water,Other Foods,mawa,Dilution with with a non-food-grade substance,"Southeast Asia, India",2011,2011
substandard water,Other Foods,khowa,Dilution with with a non-food-grade substance,"Southeast Asia, India",2011,2011
sucrose,Coffee and Tea,freeze-dried coffee,Counterfeit,unknown,1996,1997
sucrose,Other Foods,Cocoa Powder,Dilution,"Eastern Europe, Poland",2010,2012
sudan 1,Spices and Extracts,chili powder,Artificial Enhancement,"Southeast Asia, India",2002,2005
sudan IV,Eggs,eggs,Artificial Enhancement,"East Asia, China",2006,2006
sudan IV,Spices and Extracts,curry powder,Artificial Enhancement,"Southeast Asia, India",2011,2011
sudan IV,Oils and Fats,palm oil,Artificial Enhancement,"West Africa, Ghana",Unknown,2015
sudan IV,Oils and Fats,Ghanian palm oil,Artificial Enhancement,"West Africa, Ghana",Unknown,2015
sudan IV,Oils and Fats,palm oil,Artificial Enhancement,unknown,Unknown,2005
sudan IV,Oils and Fats,palm oil,Artificial Enhancement,"West Africa, Ghana",Unknown,2015
sudan dyes,Spices and Extracts,turmeric,Artificial Enhancement,"Southeast Asia, India",2015,2015
sudan red,Produce and Legumes,watermelon,Artificial Enhancement,"Southeast Asia, India",Unknown,2012
sugar,Fruit Juices and Concentrates,Orange Juice,Dilution,"North America, United States; North America, Canada",1980,1988
sugar,Dairy Products,powdered milk,Dilution,"East Asia, China",2003,2004
sugar,Honey and Other Natural Sweeteners,honey,Mislabeling,"Middle East, Turkey",Unknown,2014
sugar,Fish and Seafood Products,Crab & Artichoke Spread,Mislabeling,"North America, United States",Unknown,2013
sugar,Honey and Other Natural Sweeteners,Pure Honey,Dilution,"East Africa, Zimbabwe",Unknown,2012
sugar,Dairy Products,milk,Dilution,"Southeast Asia, India",2014,2015
sugar,Honey and Other Natural Sweeteners,maple syrup,Substitution,"North America, United States",Unknown,2009
sugar,Alcoholic Beverages,wine,Artificial Enhancement,"Western Europe, Italy",2008,2008
sugar,Dairy Products,mawa,Dilution,"Southeast Asia, India",Unknown,2012
sugar,Dairy Products,milk,Dilution,"Southeast Asia, India",2014,2014
sugar,Dairy Products,milk,Artificial Enhancement,"Southeast Asia, India",2013,2013
sugar,Alcoholic Beverages,Red Wine,Dilution,"Eastern Europe, Bulgaria; Eastern Europe, Romania; Western Europe, Europe",Unknown,2015
sugar,Fruit Juices and Concentrates,lemon juice,Dilution,"North America, United States",Unknown,2012
sugar syrup,Honey and Other Natural Sweeteners,Australian honey,Dilution,unknown,Unknown,2015
sugar syrup,Honey and Other Natural Sweeteners,Pure Honey,Dilution,"East Africa, Zimbabwe",Unknown,2012
sugar syrup,Honey and Other Natural Sweeteners,honey,Mislabeling,"Middle East, Turkey",Unknown,2014
sulfadimethoxine,Meat Products,beef,Artificial Enhancement,"North America, United States",2004,2011
sulphuric acid,Grains and Grain Products,Sago,Artificial Enhancement,"Southeast Asia, India",Unknown,2013
sulphuric acid,Alcoholic Beverages,wine,Artificial Enhancement,"Western Europe, Italy",2008,2008
sultana grapes,Alcoholic Beverages,Chardonnay wine,Substitution,"Oceania, Australia",2003,2010
sunflower oil,Oils and Fats,olive oil,Substitution,"Western Europe, Spain",2011,2012
sunflower oil,Oils and Fats,Italian Extra Virgin Olive Oil,Mislabeling,"Western Europe, Italy",Unknown,2008
sunflower oil,Oils and Fats,extra virgin olive oil,Dilution,"Western Europe, Spain",2005,2006
sunflower oil,Oils and Fats,Coconut oil,Dilution,"Southeast Asia, India",2014,2015
sunflower oil,Oils and Fats,extra virgin olive oil,Dilution,"North America, Canada",2006,2006
