adulterant,food_category,food_product,method,produced_location,year_begin,year_end
supermarket honey,Honey and Other Natural Sweeteners,pure Irish (wild) honey,Mislabeling,"Western Europe, Ireland",Unknown,2015
sutchi,Fish and Seafood Products,grouper,Substitution,"North America, United States",2006,2012
swai,Fish and Seafood Products,sea bass,Substitution,"North America, United States",2006,2012
swai,Fish and Seafood Products,sole,Substitution,"North America, United States",2006,2012
swai,Fish and Seafood Products,flounder,Substitution,"North America, United States",2006,2012
swai,Fish and Seafood Products,grouper,Substitution,"North America, United States",2006,2012
swai,Fish and Seafood Products,snapper,Substitution,"North America, United States",2006,2012
swai,Fish and Seafood Products,red snapper,Substitution,"North America, United States",2006,2012
swai,Fish and Seafood Products,corvina,Substitution,"North America, United States",2006,2012
swai,Fish and Seafood Products,whiting,Substitution,"North America, United States",2006,2012
sweet corn flavor,Grains and Grain Products,corn bun dumpling,Substitution,"East Asia, China",Unknown,2011
sweet orange oil,Oils and Fats,Bergamot,Dilution,"Western Europe, Italy",Unknown,2013
sweet orange oil,Oils and Fats,Bergamot Oil,Dilution,"Western Europe, Italy",Unknown,2013
sweet potato,Grains and Grain Products,rice,Substitution with a non-food-grade substance,"East Asia, China",2015,2015
sweet potato,Grains and Grain Products,rice,Substitution,"East Asia, China",2011,2011
sweetlips,Fish and Seafood Products,grouper,Substitution,"North America, United States",2006,2012
swill-cooked dirty oil,Other Beverages,Milk Powder,Artificial Enhancement,"East Asia, China",Unknown,2013
swill-cooked dirty oil,Other Beverages,Milk Tea,Artificial Enhancement,"East Asia, China",Unknown,2013
synthetic butter additives,Oils and Fats,butter,Dilution with with a non-food-grade substance,"Western Europe, France; Western Europe, Italy",1997,2000
synthetic milk,Dairy Products,khoya,Artificial Enhancement,"Southeast Asia, India",2011,2011
synthetic milk,Dairy Products,ghee,Artificial Enhancement,"Southeast Asia, India",2011,2011
synthetic milk,Dairy Products,mawa,Artificial Enhancement,"Southeast Asia, India",2011,2011
synthetic milk,Dairy Products,milk,Artificial Enhancement,"Southeast Asia, India",2011,2011
synthetic milk,Dairy Products,sweets,Artificial Enhancement,"Southeast Asia, India",2011,2011
synthetic milk,Dairy Products,milk,Substitution with a non-food-grade substance,"Southeast Asia, India",2015,2015
synthetic red dye azorubine (E122),Alcoholic Beverages,Red Wine,Dilution,"Eastern Europe, Bulgaria; Eastern Europe, Romania; Western Europe, Europe",Unknown,2015
synthetic resin,Grains and Grain Products,rice,Substitution with a non-food-grade substance,"East Asia, China",2015,2015
tea,Spices and Extracts,White pepper,Dilution,"South America, Argentina",Unknown,1996
tea,Spices and Extracts,paprika,Dilution,"South America, Argentina",Unknown,1996
tea,Spices and Extracts,Oregano,Dilution,"South America, Argentina",Unknown,1996
tea,Spices and Extracts,Nutmeg,Dilution,"South America, Argentina",Unknown,1996
tea,Spices and Extracts,cumin,Dilution,"South America, Argentina",Unknown,1996
tea,Spices and Extracts,Black Pepper,Dilution,"South America, Argentina",Unknown,1996
tea,Spices and Extracts,chili powder,Dilution,"South America, Argentina",Unknown,1996
tetracycline,Meat Products,beef,Artificial Enhancement,"North America, United States",2004,2011
tetrasodium pyrophosphate,Fish and Seafood Products,Crab & Artichoke Spread,Mislabeling,"North America, United States",Unknown,2013
tilapia,Fish and Seafood Products,salmon,Substitution,"North America, United States",2006,2012
tilapia,Fish and Seafood Products,corvina,Substitution,"North America, United States",2006,2012
tilapia,Fish and Seafood Products,flounder,Substitution,"North America, United States",2006,2012
tilapia,Fish and Seafood Products,grouper,Substitution,"North America, United States",2006,2012
tilapia,Fish and Seafood Products,sole,Substitution,"North America, United States",2006,2012
tilapia,Fish and Seafood Products,porgy,Substitution,"North America, United States",2006,2012
tilapia,Fish and Seafood Products,dolphin,Substitution,"North America, United States",2006,2012
tilapia,Fish and Seafood Products,red snapper,Substitution,"North America, United States",2006,2012
tilapia,Fish and Seafood Products,snapper,Substitution,"North America, United States",2006,2012
tomatoes that did not meet quality specifications,Produce and Legumes,tomato paste,Intentional Distribution of Contaminated Product,"North America, United States",2004,2010
tomatoes that did not meet quality specifications,Produce and Legumes,tomatoes,Intentional Distribution of Contaminated Product,"North America, United States",2004,2010
tomatoes that did not meet quality specifications,Produce and Legumes,tomato puree,Intentional Distribution of Contaminated Product,"North America, United States",2004,2010
toxic substances,Alcoholic Beverages,Moonshine,Dilution with with a non-food-grade substance,"Southeast Asia, India",2009,2009
transshipped butter,Dairy Products,butter,Transshipment/Origin Masking,Western Europe,Unknown,2001
tuna,Fish and Seafood Products,Chilean sea bass,Substitution,"South America, South Georgia Islands; South America, Chile; South America, Argentina",2010,2011
turkey,Meat Products,Lamb curry,Dilution,"Western Europe, United Kingdom",Unknown,2014
turkey,Meat Products,ground beef,Dilution,"North America, United States",Unknown,1994
turkey,Animal Feed Products,Dog Food Products,Dilution,"North America, United States",2014,2014
turkey,Animal Feed Products,Cat Food Products,Dilution,"North America, United States",2014,2014
turkey,Meat Products,lamb,Mislabeling,"Western Europe, Scotland; Western Europe, United Kingdom",Unknown,2015
turkey,"Dairy Products, Meat Products",Cheese,Substitution,"Western Europe, United Kingdom",Unknown,2015
turkey,"Dairy Products, Meat Products",ham,Substitution,"Western Europe, United Kingdom",Unknown,2015
turkey,Meat Products,Kebab,Dilution,"Western Europe, United Kingdom",Unknown,2014
turkey,Meat Products,lamb,Dilution,"Western Europe, United Kingdom",Unknown,2014
turkey meat,Animal Feed Products,pet food,Mislabeling,unknown,Unknown,2014
turkey meat,Meat Products,lamb,Substitution,"Western Europe, Netherlands",Unknown,2015
turmeric,Dairy Products,ghee,Dilution,"Southeast Asia, India",2012,2012
turpentine oil,Oils and Fats,Bergamot Oil,Dilution,"Western Europe, Italy",Unknown,2013
turpentine oil,Oils and Fats,Bergamot,Dilution,"Western Europe, Italy",Unknown,2013
unauthorized grapes,Alcoholic Beverages,wine,Substitution,"Western Europe, Italy",2003,2007
undeclared meat species,Meat Products,Sausages,Dilution,unknown,2014,2015
undeclared meat species,Meat Products,Fresh meat,Dilution,unknown,2014,2015
undeclared meat species,Meat Products,Salami,Dilution,unknown,2014,2015
undeclared meat species,Meat Products,Beef products,Substitution,"Southeast Asia, Malaysia",2015,2015
undeclared meat species,Meat Products,poultry products,Substitution,"Southeast Asia, Malaysia",2015,2015
unidentified meat,Meat Products,Lamb curry,Dilution,"Western Europe, United Kingdom",Unknown,2014
unidentified meat,Meat Products,lamb,Dilution,"Western Europe, United Kingdom",Unknown,2014
unidentified meat,Meat Products,Kebab,Dilution,"Western Europe, United Kingdom",Unknown,2014
unknown,Dairy Products,cream,Dilution,"Southeast Asia, India",2006,2014
unknown,Meat Products,expired meat products,Intentional Distribution of Contaminated Product,"North America, United States",Unknown,2013
unknown,Dairy Products,ghee,Counterfeit,"Southeast Asia, India",2011,2011
unknown,Meat Products,unregulated meat products,Intentional Distribution of Contaminated Product,"North America, United States",Unknown,2013
unknown,Dairy Products,ice cream,Dilution,"Southeast Asia, India",2011,2011
unlicensed beverages,"Dairy Products, Other Beverages",soft drinks,Mislabeling,"Southeast Asia, India",Unknown,2013
unlicensed beverages,"Dairy Products, Other Beverages",water,Mislabeling,"Southeast Asia, India",Unknown,2013
unlicensed beverages,"Dairy Products, Other Beverages",Buttermilk,Mislabeling,"Southeast Asia, India",Unknown,2013
unpasteurized cheese,Dairy Products,pasteurized cheese,Mislabeling,"Central America and the Caribbean, Nicaragua",2009,2010
unspecified chemicals,Meat Products,Chicken Feet,Artificial Enhancement,"Southeast Asia, Viet Nam ; East Asia, China",Unknown,2013
urea,Dairy Products,mawa,Artificial Enhancement,"Southeast Asia, India",2011,2011
urea,Dairy Products,milk,Dilution,"South America, Brazil",2012,2013
urea,Dairy Products,milk,Dilution,"Southeast Asia, India",2011,2012
urea,Dairy Products,milk,Substitution with a non-food-grade substance,"Southeast Asia, India",2015,2015
urea,Alcoholic Beverages,Moonshine,Dilution with with a non-food-grade substance,"Southeast Asia, India",Unknown,2015
urea,Alcoholic Beverages,bootleg liquor,Dilution with with a non-food-grade substance,"Southeast Asia, India",Unknown,2015
urea,Produce and Legumes,Bean Sprouts,Artificial Enhancement,"East Asia, China",Unknown,2011
urea,Dairy Products,milk,Dilution,"Southeast Asia, India",2014,2014
urea,Grains and Grain Products,wheat,Artificial Enhancement,"North America, United States",Before 1980,1985
urea,Dairy Products,milk,Dilution with with a non-food-grade substance,"Southeast Asia, India",2015,2015
urea,Other Foods,khowa,Dilution with with a non-food-grade substance,"Southeast Asia, India",2011,2011
urea,Other Foods,mawa,Dilution with with a non-food-grade substance,"Southeast Asia, India",2011,2011
urea,Other Foods,oil,Dilution with with a non-food-grade substance,"Southeast Asia, India",2011,2011
urea,Other Foods,sugar,Dilution with with a non-food-grade substance,"Southeast Asia, India",2011,2011
urea,Other Foods,sweets,Dilution with with a non-food-grade substance,"Southeast Asia, India",2011,2011
urea,Other Foods,water,Dilution with with a non-food-grade substance,"Southeast Asia, India",2011,2011
urea,Dairy Products,ghee,Artificial Enhancement,"Southeast Asia, India",2011,2011
urea,Dairy Products,khoya,Artificial Enhancement,"Southeast Asia, India",2011,2011
urea,Dairy Products,milk,Artificial Enhancement,"Southeast Asia, India",2011,2011
urea,Dairy Products,sweets,Artificial Enhancement,"Southeast Asia, India",2011,2011
urea,Dairy Products,mawa,Dilution with with a non-food-grade substance,"Southeast Asia, India",2012,2012
urea,Dairy Products,khoya,Dilution with with a non-food-grade substance,"Southeast Asia, India",2012,2012
urea,Dairy Products,ghee,Dilution with with a non-food-grade substance,"Southeast Asia, India",2012,2012
urea and vegatable oil,Dairy Products,milk,Dilution,"Southeast Asia, Pakistan",Unknown,2013
used and discarded oil,Oils and Fats,cooking oil,Substitution with a non-food-grade substance,"East Asia, China",2009,2011
vanaspati,Dairy Products,ghee,Dilution,"Southeast Asia, India",Unknown,2014
various fish species from the western part of Pacific Ocean,Fish and Seafood Products,product of the USA,Substitution,"North America, United States",Unknown,2015
various fish species from the western part of Pacific Ocean,Fish and Seafood Products,Atlantic blue crab,Substitution,"North America, United States",Unknown,2015
various fish species from the western part of Pacific Ocean,Fish and Seafood Products,product of USA,Substitution,"North America, United States",Unknown,2015
various fish species from the western part of Pacific Ocean,Fish and Seafood Products,Atlantic blue crab,Substitution,"North America, United States",Unknown,2015
varnish,Spices and Extracts,poppy seeds,Dilution,"Southeast Asia, India",2013,2015
varnish,Spices and Extracts,Black Pepper,Dilution,"Southeast Asia, India",2013,2015
varnish,Spices and Extracts,cumin,Dilution,"Southeast Asia, India",2013,2015
vegetable filler,Meat Products,ground beef,Dilution with with a non-food-grade substance,"North America, United States",1982,1985
vegetable ghee,Dairy Products,pure ghee,Substitution,"Southeast Asia, India",2011,2011
vegetable material,Oils and Fats,butter,Dilution with with a non-food-grade substance,"Western Europe, France; Western Europe, Italy",1997,2000
vegetable oil,Dairy Products,mawa,Artificial Enhancement,"Southeast Asia, India",2011,2011
vegetable oil,Dairy Products,ghee,Artificial Enhancement,"Southeast Asia, India",2011,2011
vegetable oil,Dairy Products,sweets,Artificial Enhancement,"Southeast Asia, India",2011,2011
vegetable oil,Dairy Products,ghee,Dilution,"Southeast Asia, India",2011,2011
vegetable oil,Dairy Products,khoya,Artificial Enhancement,"Southeast Asia, India",2011,2011
vegetable oil,Dairy Products,milk,Artificial Enhancement,"Southeast Asia, India",2011,2011
vegetable oil,Dairy Products,ghee,Dilution,"Southeast Asia, India",2012,2012
vegetable oil,Dairy Products,milk,Substitution,"Eastern Europe, Russia",2013,2013
vegetable oil,Dairy Products,ghee,Mislabeling,"Southeast Asia, India",2014,2014
vegetable oil,Oils and Fats,Italian Extra Virgin Olive Oil,Mislabeling,"Western Europe, Italy",Unknown,2008
vegetable oils,Dairy Products,sweetened condensed milk,Mislabeling,"Eastern Europe, Russia; Eastern Europe, Ukraine",Unknown,2004
vegetable oils,Dairy Products,mawa,Dilution,"Southeast Asia, India",Unknown,2012
waste water,Dairy Products,milk,Dilution with with a non-food-grade substance,"Southeast Asia, India",2011,2012
water,Dairy Products,milk,Counterfeit,"Southeast Asia, India",2014,2014
water,Dairy Products,milk,Dilution,"Southeast Asia, India",2004,2014
water,Dairy Products,milk,Dilution,"Southeast Asia, India",2011,2012
water,Fruit Juices and Concentrates,apple juice concentrate,Dilution,"North America, United States",Before 1980,1983
water,Alcoholic Beverages,Red Wine,Dilution,"Eastern Europe, Bulgaria; Eastern Europe, Romania; Western Europe, Europe",Unknown,2015
water,Alcoholic Beverages,Brand Name Alcohol,Counterfeit,"Southeast Asia, India",2013,2013
water,Alcoholic Beverages,alcoholic beverages,Counterfeit,"North America, United States",Unknown,2013
water,Fruit Juices and Concentrates,lemon juice,Dilution,"North America, United States",Unknown,2012
water,Dairy Products,milk,Dilution,"Southeast Asia, India",Unknown,2015
water,Meat Products,ground beef,Dilution with with a non-food-grade substance,"North America, United States",1982,1985
water,Meat Products,Meat,Dilution,"Southeast Asia, Pakistan",Unknown,2015
water,Dairy Products,milk,Dilution,"South America, Brazil",2012,2013
water,Dairy Products,milk,Counterfeit,"Southeast Asia, India",2012,2012
water,Honey and Other Natural Sweeteners,maple syrup,Substitution,"North America, United States",Unknown,2009
