,classification,date_case,date_last_change,reference,country,type,category,subject
456,information,15/02/2007,21/03/2014,2007.AKP,France,food,fish and fish products,benzo(a)pyrene (21.61 µg/kg - ppb) and polycyclic aromatic hydrocarbons (228.08 µg/kg - ppb) in various smoked fish from Côte d'Ivoire
457,information,09/02/2007,,2007.AJM,Finland,food,honey and royal jelly,semicarbazide (SEM) (1.9 µg/kg - ppb) in honey from Argentina
458,information,09/02/2007,,2007.AJL,Latvia,food,fats and oils,benzo(a)pyrene (3.2 µg/kg - ppb) in unrefined sunflower oil from Ukraine
459,alert,30/01/2007,,2007.0073,Ireland,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (1.309 (adjusted for 40 % dry matter) mg/kg - ppm) in sauce for flavouring soups from Poland"
460,information,29/01/2007,20/03/2014,2007.AGA,Finland,food,"dietetic foods, food supplements, fortified foods",benzo(a)pyrene (39 µg/kg - ppb) and polycyclic aromatic hydrocarbons (430 µg/kg - ppb) in sea buckthorn seed oil from China
461,alert,26/01/2007,09/11/2007,2007.0068,Finland,food,"dietetic foods, food supplements, fortified foods",benzo(a)pyrene (4.3 µg/kg - ppb) in garlic oil from the United Kingdom
462,alert,17/01/2007,25/04/2013,2007.0041,Germany,food,fish and fish products,dioxins (20.33; 22.74 pg WHO TEQ/g) in canned liver of Atlantic cod (Gadus morhua) from Poland
463,information,16/01/2007,,2007.ADJ,Germany,food,fats and oils,benzo(a)pyrene (5.9 µg/kg - ppb) in sunflower oil from Ukraine
464,alert,09/01/2007,,2007.0014,Czech Republic,food,fats and oils,benzo(a)pyrene (9.0 µg/kg - ppb) in pumpkin seed oil from the Czech Republic
465,information,03/01/2007,,2007.AAA,United Kingdom,food,fish and fish products,benzo(a)pyrene (21 µg/kg - ppb) in frozen smoked dried catfish from Thailand
466,alert,21/12/2006,,2006.0923,Belgium,food,"dietetic foods, food supplements, fortified foods",dioxins (3.7 pg WHO TEQ/g) in fish oil supplements from the Netherlands
467,alert,20/12/2006,,2006.0905,Italy,food,"dietetic foods, food supplements, fortified foods",benzo(a)anthracene (5.8 µg/kg - ppb) in instant cream of rice from Belgium
468,alert,19/12/2006,,2006.0899,Germany,food,fish and fish products,benzo(a)pyrene (in fish: 7.6; in oil 46.1 µg/kg - ppb) in sprats in oil from Poland via Hungary
469,information,18/12/2006,,2006.CWP,Belgium,food,fish and fish products,benzo(a)pyrene (26 µg/kg - ppb) in smoked fish (Arius spp.) from the Gambia
470,alert,12/12/2006,,2006.0871,Slovakia,food,fish and fish products,benzo(a)pyrene (32.90 µg/kg - ppb) in smoked sprats in oil from Latvia
471,alert,06/12/2006,,2006.0857,Slovakia,food,fats and oils,too high content of peroxide (5.20 meq/kg) in porcine lard from Poland
472,alert,23/11/2006,,2006.0824,Slovenia,food,food contact materials,migration of semicarbazide (SEM) (34.2 mg/kg - ppm) from crown cork from Italy
473,alert,22/11/2006,,2006.0818,Slovenia,food,food contact materials,migration of semicarbazide (SEM) (0.07; 0.04 mg/kg - ppm) from twist off lids from the Czech Republic
474,information,14/11/2006,18/06/2010,2006.CQC,United Kingdom,food,fish and fish products,benzo(a)pyrene (20.41 µg/kg - ppb) in dried pangasius (Pangasius sutchi) from Thailand
475,information,14/11/2006,,2006.CQB,Slovenia,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (0.19 mg/kg - ppm) in broth with noodles from the Czech Republic"
476,alert,09/11/2006,20/03/2014,2006.0792,Italy,food,fats and oils,"polycyclic aromatic hydrocarbons (13.2 µg/kg - ppb), benzo(a)anthracene (3.7 µg/kg - ppb) and chrysene (6.5 µg/kg - ppb) in husk oil from Greece"
477,information,09/11/2006,,2006.COZ,United Kingdom,food,fish and fish products,benzo(a)pyrene (38.13 µg/kg - ppb) in frozen smoked pangash fish from Thailand
478,information,09/11/2006,,2006.COX,United Kingdom,food,fish and fish products,benzo(a)pyrene (20.96 µg/kg - ppb) in frozen smoked dried catfish from Thailand
479,information,31/10/2006,,2006.CME,United Kingdom,food,fish and fish products,benzo(a)pyrene (15.1 µg/kg - ppb) in smoked and dried half sliced striped catfish from Thailand
480,information,25/10/2006,09/03/2010,2006.CKY,Germany,food,wine,mineral oil (diesel) in red wine from Kosovo (UNSCR1244)
481,information,23/10/2006,,2006.CKG,Poland,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (0.064; 0.0645 mg/kg - ppm) in soya - mushroom sauce from China"
482,information,16/10/2006,10/07/2009,2006.CHO,United Kingdom,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (3.20 mg/kg - ppm) in soy sauce from the Philippines"
483,information,10/10/2006,,2006.CGJ,United Kingdom,food,fish and fish products,"benzo(a)pyrene (48 µg/kg - ppb) in smoked shrimps, sardinella, barracuda and chrysicthys from Ghana"
484,information,03/10/2006,,2006.CEL,United Kingdom,food,crustaceans and products thereof,benzo(a)pyrene (149.12 µg/kg - ppb) in ground and whole crayfish from Nigeria
485,information,21/09/2006,,2006.CCD,Latvia,food,fats and oils,benzo(a)pyrene (7.7 µg/kg - ppb) in refined sunflower oil from Ukraine
486,alert,19/09/2006,,2006.0602,Slovenia,food,food contact materials,migration of semicarbazide (SEM) (4.66 mg/kg - ppm) from twist off lids from Italy via Austria
487,alert,15/09/2006,,2006.0598,Finland,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (0.44 mg/kg - ppm) in wok sauce oyster spring onion from the United Kingdom"
488,alert,14/09/2006,,2006.0594,Lithuania,food,fish and fish products,benzo(a)pyrene (12.2 µg/kg - ppb) in sprat paste from Latvia
489,alert,14/09/2006,,2006.0593,Lithuania,food,fish and fish products,benzo(a)pyrene (6.7 µg/kg - ppb) in smoked sprats from Latvia
490,alert,31/08/2006,,2006.0549,Slovakia,food,fish and fish products,benzo(a)pyrene (15.3 µg/kg - ppb) in smoked sprats in oil from Poland
491,alert,25/08/2006,13/02/2014,2006.0537,Slovakia,food,fish and fish products,benzo(a)pyrene (8 µg/kg - ppb) in smoked sprats in oil from Latvia via the Czech Republic
492,information,25/08/2006,18/06/2010,2006.BYQ,United Kingdom,food,fish and fish products,benzo(a)pyrene (61 µg/kg - ppb) in dried catfish (Pangasius sutchi) from Thailand
493,alert,25/08/2006,,2006.0536,Estonia,food,fish and fish products,benzo(a)pyrene (15.0 µg/kg - ppb) in sprat paste from Latvia
494,alert,25/08/2006,,2006.0535,Estonia,food,fish and fish products,benzo(a)pyrene (59.6 µg/kg - ppb) in sprats in oil from Latvia
495,alert,25/08/2006,,2006.0534,Estonia,food,fish and fish products,benzo(a)pyrene (18.0 µg/kg - ppb) in sprats in oil from Latvia
496,information,04/08/2006,13/12/2007,2006.BUU,Belgium,food,crustaceans and products thereof,benzo(a)pyrene (105 µg/kg - ppb) in smoked shrimps from Côte d'Ivoire
497,information,04/08/2006,,2006.BUT,Belgium,food,fish and fish products,benzo(a)pyrene (47.2 µg/kg - ppb) in smoked fish from Ghana
498,information,04/08/2006,,2006.BUS,Belgium,food,fish and fish products,benzo(a)pyrene (23.9 µg/kg - ppb) in smoked fish from Ghana
499,information,02/08/2006,,2006.BTX,Poland,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (0.0843 mg/kg - ppm) in soya sauce from Vietnam via the Slovak Republic and via Ukraine"
500,alert,31/07/2006,,2006.0473,Slovakia,food,fish and fish products,benzo(a)pyrene (9 µg/kg - ppb) in smoked sprats from Poland
501,information,24/07/2006,14/12/2007,2006.BRL,United Kingdom,food,fish and fish products,benzo(a)pyrene (35 µg/kg - ppb) in smoked Nile perch steaks from Uganda
502,alert,24/07/2006,,2006.0462,Germany,food,natural mineral water,petroleum hydrocarbons (BTEX) in natural mineral water from Luxembourg
503,alert,24/07/2006,,2006.0459,Slovakia,food,fish and fish products,benzo(a)pyrene (0.01 mg/kg - ppm) in sprats in oil from Latvia
504,alert,24/07/2006,,2006.0457,Slovakia,food,fish and fish products,benzo(a)pyrene (0.0071 mg/kg - ppm) in smoked sprats in oil from Latvia
505,information,19/07/2006,,2006.BQS,Finland,food,non-alcoholic beverages,benzene (38; 17; 16 and 18 µg/l) in low-calorie carbonated orange flavoured soft drink from Finland
506,information,10/07/2006,10/07/2009,2006.BON,United Kingdom,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) in soy sauce from the Philippines"
507,alert,07/07/2006,20/03/2014,2006.0429,Italy,food,fats and oils,polycyclic aromatic hydrocarbons (13.8 µg/kg - ppb) and benzo(a)anthracene (6.9 µg/kg - ppb) in husk oil from Spain
508,alert,05/07/2006,,2006.0427,Italy,food,fats and oils,benzo(a)anthracene (6.2 µg/kg - ppb) in husk oil from Italy
509,alert,04/07/2006,,2006.0425,Czech Republic,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (0.106 mg/kg - ppm) in soy sauce from Vietnam"
510,information,28/06/2006,,2006.BMJ,United Kingdom,food,fish and fish products,benzo(a)pyrene (16.5 µg/kg - ppb) in dried smoked catfish fillets from Suriname
511,alert,23/06/2006,,2006.0398,Slovakia,food,fish and fish products,benzo(a)pyrene (0.0190 mg/kg - ppm) in smoked winter sprats from Poland
512,information,22/06/2006,30/03/2011,2006.BLE,United Kingdom,food,fish and fish products,benzo(a)pyrene (32.53; 41.08; 42.10 µg/kg - ppb) in smoked fish from Ghana
513,information,16/06/2006,,2006.BJZ,United Kingdom,food,fish and fish products,benzo(a)pyrene (24; 200; 75 µg/kg - ppb) in smoked fish and prawns from Ghana
514,alert,02/06/2006,20/03/2014,2006.0351,Germany,food,fish and fish products,benzo(a)pyrene (69.0 µg/kg - ppb) and polycyclic aromatic hydrocarbons (198.9 µg/kg - ppb) in smoked fish from Côte d'Ivoire
515,information,31/05/2006,,2006.BGM,United Kingdom,food,fish and fish products,benzo(a)pyrene (6.8 µg/kg - ppb) in smoked catfish from Senegal
516,information,24/05/2006,,2006.BFN,United Kingdom,food,fish and fish products,benzo(a)pyrene (41 µg/kg - ppb) in smoked fish (Chrysichthys spp) from Ghana
517,alert,24/05/2006,,2006.0330,Slovakia,food,fish and fish products,benzo(a)pyrene (0.011 mg/kg - ppm) in sprat paste from Latvia via the Czech Republic
518,alert,22/05/2006,20/03/2014,2006.0324,Germany,food,fish and fish products,benzo(a)pyrene (in fish: 6.1; 3.4 in oil: 21.6; 15.6 µg/kg - ppb) and polycyclic aromatic hydrocarbons (in fish: 18.3; 9.8 in oil: 64.9; 45.3 µg/kg - ppb) in smoked sprats and Baltic sprats in vegetable oil from Latvia
519,information,22/05/2006,27/04/2011,2006.BEZ,United Kingdom,food,fish and fish products,benzo(a)pyrene (40 µg/kg - ppb) in smoked sardinella from Ghana
520,alert,12/05/2006,,2006.0310,Poland,food,fats and oils,benzo(a)pyrene (13.26; 14.00 µg/kg - ppb) in grapeseed oil from Italy
521,alert,11/05/2006,,2006.0307,Germany,food,fish and fish products,dioxins (in oil: 24.1; 30.64; 21.15  in liver: 24.06; 30.83; 19.27 pg WHO TEQ/g) in canned cod liver in oil from Poland
522,alert,03/05/2006,,2006.0285,Germany,food,fish and fish products,benzo(a)pyrene (15.9; 14.1; 20.4; 13.4; 16.7) in smoked smelt in oil from Estonia
523,alert,21/04/2006,28/06/2010,2006.0270,Czech Republic,food,fruits and vegetables,aliphatic hydrocarbons (0.26-1.26 g/kg) in raisins from Iran
524,alert,12/04/2006,,2006.0253,Ireland,food,non-alcoholic beverages,benzene (91; 16.5; 17; 64 µg/l) in diet lemonade from Ireland
525,alert,10/04/2006,20/03/2014,2006.0241,Germany,food,fish and fish products,"benzo(a)pyrene (10.4 µg/kg - ppb) and polycyclic aromatic hydrocarbons (29.7 µg/kg - ppb) in smoked sprats in oil from Latvia, via Lithuania"
526,alert,07/04/2006,,2006.0238,United Kingdom,food,"dietetic foods, food supplements, fortified foods",dioxins (4.55 pg WHO TEQ/g) in fish oil capsules from Switzerland
527,alert,05/04/2006,20/03/2014,2006.0229,Germany,food,fish and fish products,benzo(a)pyrene (5.0 µg/kg - ppb) and polycyclic aromatic hydrocarbons (13.1 µg/kg - ppb) in canned sprats in oil from Estonia
528,alert,04/04/2006,20/03/2014,2006.0224,Germany,food,fish and fish products,benzo(a)pyrene (9.1 µg/kg - ppb) and polycyclic aromatic hydrocarbons (24.4 µg/kg - ppb) in smoked sprats in vegetable oil from Latvia
529,alert,04/04/2006,,2006.0222,Belgium,food,"dietetic foods, food supplements, fortified foods",semicarbazide (SEM) (>10 µg/kg - ppb) in baby foods from France
530,information,31/03/2006,,2006.AWD,United Kingdom,food,non-alcoholic beverages,benzene (17 µg/kg - ppb) in soft drink from the United Kingdom
531,information,31/03/2006,,2006.AWA,United Kingdom,food,non-alcoholic beverages,benzene (12 µg/kg - ppb) in soft drink from the United Kingdom
532,information,31/03/2006,,2006.AVY,United Kingdom,food,non-alcoholic beverages,benzene (11; 28 µg/kg - ppb) in soft drink from the United Kingdom
533,information,31/03/2006,,2006.AVX,United Kingdom,food,non-alcoholic beverages,benzene (11 µg/kg - ppb) in soft drink from the United Kingdom
534,alert,23/03/2006,,2006.0202,Slovakia,food,fats and oils,too high content of peroxide (5.86 meq/kg) in porcine lard from Poland
535,alert,23/03/2006,,2006.0199,United Kingdom,food,"dietetic foods, food supplements, fortified foods",dioxins (2.7 pg WHO TEQ/g) in food supplement containing cod liver oil from the United Kingdom
536,information,17/03/2006,10/07/2009,2006.ASC,United Kingdom,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (4.10 mg/kg - ppm) in soy sauce from the Philippines"
537,information,15/03/2006,10/07/2009,2006.ARV,United Kingdom,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (4.0; 2.53 mg/kg - ppm) in soy sauce from the Philippines"
538,alert,14/03/2006,,2006.0179,United Kingdom,food,"dietetic foods, food supplements, fortified foods",dioxins (5.5 pg WHO TEQ/g) in concentrated fish body oil from the United Kingdom
539,alert,10/03/2006,05/12/2008,2006.0165,Lithuania,food,fish and fish products,benzo(a)pyrene (7.1 µg/kg - ppb) in smoked sprats in vegetable oil from Latvia
540,alert,22/02/2006,,2006.0135,France,food,"dietetic foods, food supplements, fortified foods",dioxins (5.9 ng/kg - ppt) in fish oil capsules from France
541,alert,20/02/2006,20/03/2014,2006.0127,Germany,food,fish and fish products,benzo(a)pyrene (13.9 µg/kg - ppb) and polycyclic aromatic hydrocarbons (33.7 µg/kg - ppb) in smoked smelt in oil from Estonia
542,information,13/01/2006,,2006.ADN,Portugal,food,poultry meat and poultry meat products,dioxins (5.71; 7.08; 7.5; 10.15; 13.32 pg WHO TEQ/g) in poultry meat from Portugal
543,information,10/01/2006,08/10/2010,2006.ACG,United Kingdom,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (4.77; 1.79 mg/kg - ppm) in soy sauce from the Philippines"
544,information,20/12/2005,,2005.DFE,Estonia,food,fish and fish products,benzo(a)anthracene (7.9 µg/kg - ppb) in mackerel cuted cold smoked and mackerel cold smoked from Lithuania
545,alert,09/12/2005,,2005.902,Latvia,food,fats and oils,benzo(a)pyrene (4.3 µg/kg - ppb) in unrefined sunflower oil from Ukraine
546,alert,08/12/2005,20/03/2014,2005.897,Finland,food,fruits and vegetables,"benzo(a)pyrene (74 µg/kg - ppb) and polycyclic aromatic hydrocarbons (total 510 µg/kg - ppb) in sun dried tomatoes in olive oil from Turkey, via Germany"
547,alert,05/12/2005,20/03/2014,2005.886,Germany,food,fish and fish products,benzo(a)pyrene (11.1 µg/kg - ppb) and polycyclic aromatic hydrocarbons (33.7 :total µg/kg - ppb) in smoked sprats in oil from Latvia
548,alert,02/12/2005,20/03/2014,2005.881,Germany,food,fish and fish products,benzo(a)pyrene (8.3; 14.2 µg/kg - ppb) and polycyclic aromatic hydrocarbons (34.3; 54.5 µg/kg - ppb) in smoked sprats in vegetable oil from Lithuania
549,information,02/12/2005,,2005.DAW,Latvia,food,fats and oils,benzo(a)pyrene (5.8 mg/kg - ppm) in unrefined sunflower oil from Ukraine
550,information,28/11/2005,,2005.CZI,United Kingdom,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (3.33 mg/kg - ppm) in soy sauce from the Philippines"
551,alert,14/11/2005,20/03/2014,2005.814,Germany,food,fish and fish products,benzo(a)pyrene (11.1 µg/kg - ppb) and polycyclic aromatic hydrocarbons (36.4 µg/kg - ppb) in smoked sprats in vegetable oil from Lithuania
552,alert,25/10/2005,,2005.756,Belgium,food,meat and meat products (other than poultry),smoked hams from Belgium treated with disinfectant Fink - Antisept A
553,information,20/10/2005,,2005.CRH,Germany,food,meat and meat products (other than poultry),too high content of hydrogen peroxide (35 mg/kg - ppm) in gelatine from China
554,alert,17/10/2005,,2005.723,Denmark,food,fats and oils,benzo(a)pyrene (11.4 µg/kg - ppb) in organic sunflower oil from the Netherlands
555,information,30/08/2005,,2005.CGX,Germany,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (38.2; 37.0 mg/kg - ppm) in soy sauce from Vietnam"
556,alert,18/08/2005,,2005.580,Germany,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (21.4 mg/kg - ppm) in soy sauce from Vietnam"
557,information,04/08/2005,,2005.CCJ,Slovakia,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (78.06 mg/kg - ppm) in soya sauce from Vietnam"
558,alert,26/07/2005,,2005.535,Germany,food,meat and meat products (other than poultry),too high content of hydrogen peroxide (126 mg/kg - ppm) in gelatine from China
559,alert,20/07/2005,,2005.514,Belgium,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (0,085 mg/kg - ppm) in soya sauce from the Republic of Korea via France"
560,alert,20/07/2005,,2005.513,Belgium,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (86,67 mg/kg - ppm) in soy sauce from Vietnam via Germany"
561,information,17/06/2005,14/10/2008,2005.BQI,United Kingdom,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (0.657; 0.977 µg/kg - ppb) in soybean seasoning sauce from Thailand"
562,alert,09/06/2005,,2005.401,Belgium,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (0.345; 0.25 mg/kg dry matter) in soy sauce from the Philippines via the Netherlands"
563,alert,01/06/2005,20/03/2014,2005.381,Netherlands,food,fats and oils,polycyclic aromatic hydrocarbons (3.5 µg/kg - ppb) in soy oil from Germany
564,alert,18/04/2005,20/03/2014,2005.244,Germany,food,fats and oils,benzo(a)pyrene (21.7 µg/kg - ppb) and polycyclic aromatic hydrocarbons (total: 73.5 µg/kg - ppb) in Camelina sativa oil from Russia
565,information,01/04/2005,,2005.AUV,Slovakia,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (0.034;0.026 mg/kg - ppm) in soya sauce from Vietnam"
566,alert,18/03/2005,,2005.175,Ireland,food,fish and fish products,benzo(a)pyrene (113 µg/kg - ppb) in skilled fish (Arius spp) from Suriname via the Netherlands
567,alert,19/01/2005,,2005.035,Germany,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (0.20 mg/kg dry matter) in fish sauce from Thailand via the Netherlands"
568,alert,23/12/2004,,2004.691,Italy,food,fish and fish products,polycyclic aromatic hydrocarbons (12.9 µg/kg - ppb) in canned smoked sprats in vegetable oil
569,information,23/11/2004,,2004.COA,Slovakia,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (211.40 mg/kg - ppm) in soya sauce"
570,information,23/11/2004,,2004.CNZ,Slovakia,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (41.84 mg/kg - ppm) in spicy soya sauce"
571,alert,22/11/2004,,2004.610,Slovakia,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (81.20 mg/kg - ppm) in soya sauce with garlic flavour"
572,information,05/11/2004,,2004.CJG,Italy,food,non-alcoholic beverages,petroleum hydrocarbons in mineral water
573,alert,21/10/2004,,2004.533,Denmark,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (72,5 mg/kg - ppm) in soy sauce (aroma peaches)"
574,information,23/09/2004,14/10/2008,2004.CCM,Italy,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (75 mg/kg - ppm) in soybean sauce from Vietnam"
575,alert,13/09/2004,,2004.453,Germany,food,fish and fish products,benzo(a)pyrene (5.2 µg/kg - ppb) and polycyclic aromatic hydrocarbons (14.6 µg/kg - ppb) in sprats in vegetable oil
576,information,13/08/2004,,2004.BVC,Netherlands,food,"dietetic foods, food supplements, fortified foods",benzo(a)pyrene (207.3 µg/kg - ppb) in vitamin E in soft gel capsules
577,information,12/08/2004,17/10/2007,2004.BUL,Czech Republic,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (38.7 mg/kg - ppm) in soya sauce"
578,alert,27/07/2004,,2004.371,Ireland,food,fish and fish products,benzo(a)pyrene (oil portion: 80; fish portion: 16.6 µg/kg - ppb) in smoked sprats in oil
579,information,08/07/2004,,2004.BNX,Czech Republic,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (102 mg/kg - ppm) in soy sauce"
580,information,08/07/2004,,2004.BNW,Czech Republic,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (606 mg/kg - ppm) in soy sauce"
581,alert,29/06/2004,,2004.311,Netherlands,food,"dietetic foods, food supplements, fortified foods",benzo(a)pyrene (90.4 µg/kg - ppb) and polycyclic aromatic hydrocarbons in food supplement
582,alert,28/06/2004,,2004.306,France,food,food contact materials,oil-contaminated PE-HD granules (polyethylene high density) for the production of milk bottles
583,information,23/06/2004,,2004.BJP,Germany,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (0.166 mg/kg dry matter) in soy sauce"
584,information,03/06/2004,,2004.BFC,Finland,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (45 µg/kg - ppb) in soy sauce"
585,information,24/05/2004,03/01/2011,2004.BCT,Belgium,food,eggs and egg products,polychlorobifenyls (1.065; 0.886; <0.070 ng/kg fat) in free range eggs from Belgium
586,information,24/05/2004,,2004.BCU,Czech Republic,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (137 mg/dm²) in soya sauce"
587,information,10/05/2004,,2004.BBA,Germany,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (0.40 +/- 0.12 mg/kg - ppm) in spicy soy sauce"
588,alert,10/05/2004,,2004.227,Belgium,food,"cocoa and cocoa preparations, coffee and tea",benzo(a)pyrene (270 µg/kg - ppb) and polycyclic aromatic hydrocarbons (see analytical report) in green tea
589,alert,04/05/2004,,2004.211,Belgium,food,non-alcoholic beverages,petroleum hydrocarbons (presence) in bottled water
590,information,21/04/2004,,2004.AWY,Norway,food,fats and oils,dioxin-like polychlorobifenyls (9.84 pg TE/g) in seal oil
591,alert,13/04/2004,,2004.164,Germany,food,fish and fish products,polycyclic aromatic hydrocarbons (434 1018 µg/kg - ppb) in smoked sprats in oil
592,alert,07/04/2004,,2004.159,United Kingdom,food,non-alcoholic beverages,too high content of bromate (10-25 mg/l) in bottled drinking water
593,alert,18/03/2004,,2004.127,Germany,food,fats and oils,benzo(a)pyrene (4.6 µg/kg - ppb) and polycyclic aromatic hydrocarbons (20.4 µg/kg - ppb) in sunflower oil
594,alert,10/03/2004,,2004.115,Norway,food,fats and oils,benzo(a)pyrene (8.88 µg/kg - ppb) and polycyclic aromatic hydrocarbons (50.4 µg/kg - ppb) in sunflower seed oil
595,information,01/03/2004,,2004.AMQ,United Kingdom,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (0.7 + 1.4 mg/kg - ppm) in soy sauce"
596,alert,20/02/2004,,2004.088,Belgium,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (964.65 mg/kg dry matter) in soy sauce"
597,information,30/01/2004,,2004.AGR,Spain,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (0.814 mg/kg - ppm) in soya sauce"
598,alert,28/01/2004,,2004.047,Germany,food,food contact materials,aliphatic hydrocarbons in double walled drinking bottles
599,alert,28/11/2003,16/04/2015,2003.405,Belgium,food,fruits and vegetables,toluene (0.04 mg/kg - ppm) in and migration of naphthalene (0.05 mg/kg - ppm) from canned peeled tomatoes from Italy
600,information,12/11/2003,10/07/2009,2003.CHU,France,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (0.25 mg/kg - ppm) in soya sauce"
601,alert,30/10/2003,,2003.354,Germany,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (0.045 = 0.12 dried matter mg/dm²) in fish sauce tiparose"
602,alert,30/10/2003,,2003.353,Netherlands,food,"dietetic foods, food supplements, fortified foods",benzo(a)pyrene (23 µg/kg - ppb) in food supplement for sportsmen and sportswomen
603,information,24/10/2003,20/03/2014,2003.CDF,Netherlands,food,"dietetic foods, food supplements, fortified foods",polycyclic aromatic hydrocarbons (43.48 µg/kg - ppb) in hangover formula from the United States
604,alert,03/10/2003,,2003.294,France,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (1 g/kg) in Vegetarian soy sauce"
605,alert,19/09/2003,,2003.263,Netherlands,food,non-alcoholic beverages,petroleum hydrocarbons (to be confirmed) in forest fruit juice
606,information,15/09/2003,20/03/2014,2003.BUB,Spain,food,meat and meat products (other than poultry),polycyclic aromatic hydrocarbons (presence) in hams and shoulders of iberian pork from Spain
607,information,01/09/2003,,2003.BRP,Finland,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (0.34 mg/kg - ppm) in Soy sauce - golden mountain"
608,information,19/08/2003,,2003.BPP,Germany,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (0.57 mg/kg dry matter) in fish sauce"
609,information,13/08/2003,,2003.BOO,Italy,food,cereals and bakery products,toluene (presence) in croissant with apricot jam
610,alert,05/08/2003,,2003.205,Germany,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (0.119 mg/kg - ppm) in fish sauce"
611,alert,31/07/2003,,2003.199,Germany,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (0.040 ; 0.106 mg/kg - ppm) in fish sauce"
612,information,16/07/2003,,2003.BKP,Finland,food,fish and fish products,"benzo(a)pyrene (3.8 (fish), 7.2 (sauce), total sauce 1220 µg/kg - ppb) in sprats in tomato sauce"
613,alert,15/07/2003,,2003.179,Finland,food,fish and fish products,benzo(a)pyrene (3.5 - 5.3 µg/kg - ppb) and polycyclic aromatic hydrocarbons (1030 - 1160 µg/kg - ppb) in smoked baltic sprats in oil
614,alert,04/07/2003,,2003.166,Netherlands,food,"dietetic foods, food supplements, fortified foods",benzo(a)pyrene (137.8 µg/kg - ppb) in Ginkgo leaves
615,alert,13/06/2003,,2003.149,Germany,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (A) 0,18 MG/KG PRODUCT, OR      0,43 MG/KG DRY WEIGHT B) 0,18 MG/KG PRODUCT, OR      0,44 MG/KG DRY WEIGHT mg/kg - ppm) in soy superior sauce"
