,classification,date_case,date_last_change,reference,country,type,category,subject
1830,information,14/03/2005,,2005.APV,Italy,food,fish and fish products,mercury (1.11 mg/kg - ppm) in frozen swordfish (Xiphias gladius) from Namibia
1831,information,09/03/2005,,2005.APA,United Kingdom,food,fish and fish products,cadmium (0.5 mg/kg - ppm) and mercury (1.1 mg/kg - ppm) in chilled swordfish loins (Xiphias gladius) from Sri Lanka
1832,alert,07/03/2005,,2005.136,Belgium,food,fish and fish products,cadmium (123 µg/kg - ppb) in mackerel fillets in olive oil from Peru via the Netherlands
1833,alert,07/03/2005,,2005.135,Belgium,food,food contact materials,migration of lead (1.229; 1.627; 3.970; 4.201; 1.827; 4.163 mg/dm²) from ceramic (dessert) plates from Romania via France
1834,information,02/03/2005,,2005.ANW,Netherlands,food,"dietetic foods, food supplements, fortified foods","arsenic (exceeding the TDI and PTWI),lead (exceeding the TDI and PTWI) and mercury (exceeding the TDI and PTWI) in herbal food supplements from India"
1835,information,02/03/2005,,2005.ANV,Netherlands,food,"dietetic foods, food supplements, fortified foods",mercury (exceeding the PTWI) in herbal food supplement from India
1836,information,02/03/2005,,2005.ANU,Netherlands,food,"dietetic foods, food supplements, fortified foods",mercury (exceeding the PTWI) in herbal food supplement from India
1837,information,02/03/2005,,2005.ANT,Netherlands,food,"dietetic foods, food supplements, fortified foods",arsenic (exceeding the TDI and PTWI) and mercury (exceeding the TDI and PTWI) in herbal food supplements from India
1838,information,02/03/2005,,2005.ANS,Netherlands,food,"dietetic foods, food supplements, fortified foods",arsenic (exceeding the TDI and PTWI) and mercury (exceeding the TDI and PTWI) in herbal food supplements from India
1839,information,02/03/2005,,2005.ANR,Netherlands,food,"dietetic foods, food supplements, fortified foods",arsenic (exceeding the TDI and PTWI) and mercury (exceeding the TDI and PTWI) in herbal food supplement from India
1840,alert,01/03/2005,,2005.114,Germany,food,food contact materials,migration of cadmium (0.2 mg/kg - ppm) and of lead (2.0 mg/kg - ppm) from drinking glasses from China
1841,information,18/02/2005,,2005.ALC,Italy,food,molluscs and products thereof - (obsolete),cadmium (1.64 mg/kg - ppm) in frozen whole cleaned cuttlefish (Sepia pharaonis) from India
1842,information,17/02/2005,,2005.AKL,Germany,food,fish and fish products,mercury (8.35; 0.12; 0.72; 1.25; 0.53; 0.81; 0.95; 0.33; 2.02; 2.03 mg/kg - ppm) in deepfrozen black marlin (Makaira Indica) from Senegal
1843,alert,16/02/2005,12/08/2008,2005.081,Belgium,food,food contact materials,"migration of lead (2.287; 2.383; 0.512; 0.509; 0.608; 0.244 mg/dm²) from ceramic (dessert) plates from unknown origin, via the Netherlands"
1844,alert,14/02/2005,,2005.074,Italy,food,fish and fish products,mercury in shark (Mustulus asterias) from France
1845,information,11/02/2005,,2005.AJH,Italy,food,fruits and vegetables,cadmium (0.183 mg/kg - ppm) in fresh wild onions from Morocco
1846,information,11/02/2005,,2005.AIW,Greece,food,molluscs and products thereof - (obsolete),cadmium (1.4068 mg/kg - ppm) in frozen octopus from India
1847,information,10/02/2005,,2005.AIR,Italy,food,fish and fish products,mercury (1.1 mg/kg - ppm) in frozen sliced blue shark (Prionale glauca) from Mauritius
1848,information,09/02/2005,13/12/2007,2005.AIE,Netherlands,food,fish and fish products,mercury (1.2 mg/kg - ppm) in frozen sword fish loin (Xiphias gladius) from Indonesia
1849,information,03/02/2005,24/06/2013,2005.AHD,Italy,food,food contact materials,migration of chromium (1.75 µg/kg - ppb) and of nickel (0.03 µg/kg - ppb) and too high level of overall migration (3.1 µg/kg - ppb) from steak knife from China
1850,information,28/01/2005,,2005.AGE,United Kingdom,food,fruits and vegetables,lead (3.2 mg/kg - ppm) in calabash chalk from Nigeria
1851,information,24/01/2005,24/06/2013,2005.AEH,Italy,food,food contact materials,migration of chromium (16 mg/kg - ppm) and too high level of overall migration (29.5 mg/dm²) from set of knives from Hong Kong
1852,information,24/01/2005,,2005.AEK,Italy,food,food contact materials,migration of chromium (0.023; >0.005; 0.054 mg/dm²) and of nickel (0.032; >0.005;  0.180 mg/dm²) from stainless steel spoons and forks from India
1853,information,24/01/2005,,2005.AEF,United Kingdom,food,fruits and vegetables,lead (12; 2.2 mg/kg - ppm) in calabash chalk from Nigeria
1854,information,21/01/2005,,2005.ADV,Finland,food,food contact materials,migration of lead (3.1-3.7 mg/dm²) from ceramic plates from Malaysia via Taiwan
1855,alert,19/01/2005,,2005.034,Finland,food,food contact materials,migration of cadmium (from rim: 2.3-3.9; 1.2-2.1 mg/dm²) and of lead (from rim: 21.1-36.9; 16.5-27.9 mg/dm²) from shot drinking glass from China via Sweden
1856,information,17/01/2005,,2005.ADG,Italy,food,molluscs and products thereof - (obsolete),lead (2.11 mg/kg - ppm) in frozen cephalopodes (Octopus vulgaris) from Senegal
1857,information,14/01/2005,,2005.ACO,Italy,food,molluscs and products thereof - (obsolete),cadmium (1.48 mg/kg - ppm) in frozen whole cleaned baby octopus (Octopus spp) from Vietnam
1858,information,07/01/2005,,2005.ABN,Spain,food,fish and fish products,mercury (0.58 mg/kg - ppm) in pink cusk-eel (Genypterus blacodes) from New Zealand
1859,information,07/01/2005,,2005.ABM,Spain,food,fish and fish products,mercury (0.65 mg/kg - ppm) in pink cusk-eel (Genypterus blacodes) from New Zealand
1860,information,04/01/2005,,2005.AAT,Spain,food,fish and fish products,mercury (0.60; 0.85; 0.96; 0.60 mg/kg - ppm) in pink cusk-eel (Genypterus blacodes) from New Zealand
1861,information,27/12/2004,,2004.CVJ,Slovenia,food,food contact materials,migration of nickel (3.5 mg/l) from thermos flasks
1862,information,24/12/2004,,2004.CVG,Slovenia,food,food contact materials,migration of chromium (0.172 mg/l) and of nickel (0.585 mg/l) from pressure cooker
1863,information,23/12/2004,,2004.CUS,Italy,food,food contact materials,migration of chromium (33.6 µg/kg - ppb) and of nickel (1.14 µg/kg - ppb) from cutting knife
1864,information,20/12/2004,11/02/2011,2004.CTR,Italy,food,fish and fish products,mercury (1.19 mg/kg - ppm) in frozen blue shark (Prionace gluca)
1865,information,03/12/2004,17/10/2007,2004.CQG,Finland,food,food contact materials,migration of lead (4.4-9.6 mg/dm²) from ceramic mugs
1866,information,03/12/2004,,2004.CQE,Greece,food,fish and fish products,mercury (1.566 mg/kg - ppm) in frozen blue shark
1867,alert,03/12/2004,,2004.636,Italy,food,fish and fish products,mercury (2.079 mg/kg - ppm) in frozen swordfish (Xiphias gladius)
1868,information,01/12/2004,,2004.CPN,Slovenia,food,fish and fish products,cadmium (0.08 mg/kg - ppm) in swordfish (Xiphias gladius)
1869,information,01/12/2004,,2004.CPM,Slovenia,food,fish and fish products,cadmium (0.081 mg/kg - ppm) in swordfish (Xiphias gladius)
1870,information,01/12/2004,,2004.CPL,Slovenia,food,fish and fish products,cadmium (0.11 mg/kg - ppm) and mercury (1.7 mg/kg - ppm) in swordfish (Xiphias gladius)]
1871,information,01/12/2004,,2004.CPK,Slovenia,food,fish and fish products,cadmium (0.071 mg/kg - ppm) in swordfish (Xiphias gladius)
1872,information,01/12/2004,,2004.CPJ,Slovenia,food,fish and fish products,cadmium (0.071 mg/kg - ppm) in swordfish (Xiphias gladius)
1873,information,30/11/2004,17/10/2007,2004.CPH,Spain,food,crustaceans and products thereof,cadmium (0.9 mg/kg - ppm) in frozen prawns (Metapenaeus endeavouri)
1874,information,30/11/2004,,2004.CPG,Spain,food,crustaceans and products thereof,cadmium (2.5 mg/kg - ppm) in frozen prawns  (Metapenaeus endeavouri)
1875,information,30/11/2004,,2004.CPF,Spain,food,crustaceans and products thereof,cadmium (0.56 mg/kg - ppm) in frozen prawns  (Metapenaeus endeavouri)
1876,information,29/11/2004,,2004.CPC,Spain,food,fish and fish products,"mercury (1,5 mg/kg - ppm) in frozen marlin (Makaira indika)"
1877,information,26/11/2004,,2004.COY,Spain,food,crustaceans and products thereof,cadmium (0.9 mg/kg - ppm) in frozen prawns
1878,information,26/11/2004,,2004.COX,Spain,food,fish and fish products,"mercury (1,2 mg/kg - ppm) in frozen swordfish"
1879,information,12/11/2004,,2004.CLQ,Netherlands,food,molluscs and products thereof - (obsolete),cadmium (0.21 mg/kg - ppm) in squid tubes
1880,information,08/11/2004,,2004.CJZ,Spain,food,fish and fish products,cadmium (0.06 mg/kg - ppm) in swordfish (Xiphias gladius)
1881,information,05/11/2004,,2004.CJE,Spain,food,fruits and vegetables,arsenic (505 mg/kg - ppm) in seaweed
1882,information,05/11/2004,,2004.CJC,Spain,food,fruits and vegetables,arsenic (33.1 mg/kg - ppm) in seaweed
1883,information,26/10/2004,,2004.CHG,Denmark,food,fish and fish products,cadmium (0.056 - 0.113 mg/kg - ppm) and mercury (1.2 - 1.26 mg/kg - ppm) in frozen swordfish loins (Xiphias gladius)
1884,information,21/10/2004,,2004.CGT,Spain,food,confectionery,arsenic (1.12 mg/kg - ppm) in sweets
1885,alert,14/10/2004,19/10/2007,2004.518,Italy,food,fish and fish products,mercury (3.58 mg/kg - ppm) in frozen porbeagle (Lamna nasus)
1886,information,14/10/2004,,2004.CFR,Italy,food,fish and fish products,mercury (2.830 mg/kg - ppm) in frozen mako shark (Isurus glaucus)
1887,information,27/09/2004,,2004.CDP,Spain,food,fruits and vegetables,arsenic (8.0 mg/kg - ppm) in dried seaweed
1888,information,27/09/2004,,2004.CDL,Netherlands,food,fish and fish products,cadmium (60 µg/kg - ppb) in fresh swordfish (Xiphias gladius)
1889,information,24/09/2004,17/10/2007,2004.CCQ,Spain,food,fish and fish products,mercury (2530 µg/kg - ppb) in shark ( Lamna nasus)
1890,information,24/09/2004,,2004.CDC,Italy,food,fish and fish products,mercury (2.74 mg/kg - ppm) in frozen mako (Isurus paucus)
1891,information,24/09/2004,,2004.CCT,Italy,food,food contact materials,migration of zinc (57.50 mg/l) from ceramic plates for food
1892,information,16/09/2004,,2004.CBI,Italy,food,fish and fish products,mercury (3.420 mg/kg - ppm) in mako shark (Isurus glaucus)
1893,information,14/09/2004,,2004.CAT,Netherlands,food,fish and fish products,cadmium (0.031; 1.3 mg/kg - ppm) in frozen swordfish (Xiphias gladius)
1894,information,14/09/2004,,2004.CAR,Belgium,food,fish and fish products,cadmium (0.391 mg/kg - ppm) in frozen swordfish (Xiphias gladius)
1895,information,03/09/2004,,2004.BYV,Greece,food,fish and fish products,cadmium (0.30080 mg/kg - ppm) and mercury (1.9826 mg/kg - ppm) in frozen swordfish fillet (Xiphias gladius)
1896,information,02/09/2004,,2004.BYO,Netherlands,food,fish and fish products,cadmium (160 µg/kg - ppb) in fresh chilled swordfish (Xiphias gladius)
1897,information,30/08/2004,,2004.BYF,Italy,food,fish and fish products,mercury (2.425 µg/kg - ppb) in fresh swordfish loins (Xiphias gladius)
1898,information,27/08/2004,,2004.BYC,Czech Republic,food,"dietetic foods, food supplements, fortified foods",mercury (1.09 mg/kg - ppm) in food supplement
1899,alert,20/08/2004,,2004.413,Italy,food,molluscs and products thereof - (obsolete),cadmium (1.42 mg/kg - ppm) in whole frozen scallops in shell (Pecten maximus)
1900,information,16/08/2004,,2004.BVN,Portugal,food,molluscs and products thereof - (obsolete),cadmium (2.06 mg/kg - ppm) in frozen cuttlefish (Sepia officinalis)
1901,alert,13/08/2004,,2004.401,Spain,food,confectionery,lead (0.5; 0.43 mg/kg - ppm) in liquorice-flavoured toffees
1902,information,11/08/2004,,2004.BUH,Netherlands,food,fish and fish products,cadmium (0.065 mg/kg - ppm) and mercury (1.2 mg/kg - ppm) in frozen swordfish loins (Xiphias gladius)
1903,information,10/08/2004,,2004.BUA,Italy,food,molluscs and products thereof - (obsolete),cadmium (1.48 mg/kg - ppm) in frozen cuttlefish (Sepia spp)
1904,information,10/08/2004,,2004.BTZ,Greece,food,fish and fish products,"cadmium (0,215 mg/kg - ppm) and mercury (2,35 mg/kg - ppm) in frozen swordfish fillets (Xiphias gladius)"
1905,information,09/08/2004,,2004.BTT,Spain,food,fish and fish products,mercury (1.2 mg/kg - ppm) in mako shark (Isurus glaucus)
1906,information,09/08/2004,,2004.BTR,Spain,food,fish and fish products,mercury (1.5 mg/kg - ppm) in mako shark (Isurus glaucus)
1907,information,06/08/2004,,2004.BTD,Spain,food,fish and fish products,mercury (0.55 mg/kg - ppm) in ling (Genypterus blacodes)
1908,alert,05/08/2004,,2004.384,Italy,food,fish and fish products,mercury (1.244 µg/kg - ppb) in frozen swordfish (Xiphias gladius)
1909,information,22/07/2004,,2004.BQE,Italy,food,molluscs and products thereof - (obsolete),cadmium (1.37 mg/kg - ppm) in defrosted cuttlefish
1910,information,20/07/2004,,2004.BPY,Lithuania,food,confectionery,cadmium (0.65 mg/kg - ppm) and lead (0.26 mg/kg - ppm) in confection sunflowers
1911,information,14/07/2004,,2004.BOW,Greece,food,food contact materials,migration of lead (6.9 mg/l) from ceramic cup
1912,information,13/07/2004,,2004.BOQ,Italy,food,food contact materials,migration of chromium (0.05 mg/dm²) and of nickel (1.34 mg/dm²) from master grill
1913,information,13/07/2004,,2004.BOP,Italy,food,food contact materials,migration of chromium (0.020 mg/l) and of nickel (8.40 mg/l) from potato masher
1914,information,02/07/2004,,2004.BMX,Ireland,food,fish and fish products,mercury (1.7; 4.6 mg/kg - ppm) in swordfish steaks
1915,alert,01/07/2004,,2004.321,Sweden,food,"dietetic foods, food supplements, fortified foods",arsenic (2.9 mg/kg - ppm) and lead (7.5 mg/kg - ppm) in volcano sand
1916,information,25/06/2004,,2004.BLC,Czech Republic,food,fish and fish products,mercury (1.190 +/- 5% mg/kg - ppm) in chilled fresh tuna loins
1917,information,16/06/2004,,2004.BIA,Germany,food,fish and fish products,cadmium (0.16 mg/kg - ppm) in chilled swordfish (Xiphias Gladius)
1918,alert,16/06/2004,,2004.279,Netherlands,food,molluscs and products thereof - (obsolete),cadmium (18 mg/kg - ppm) in whole round illex squid (Illex illecebrosus)
1919,information,03/06/2004,,2004.BFB,Spain,food,fruits and vegetables,cadmium (0.7 mg/kg - ppm) in dried mushroom
1920,information,02/06/2004,,2004.BES,Slovenia,food,fish and fish products,cadmium (0.2 mg/kg - ppm) in sardines in seed oil with lemon
1921,information,02/06/2004,,2004.BER,Slovenia,food,fish and fish products,cadmium (0.144 mg/kg - ppm) in sardines in seed oil
1922,information,24/05/2004,,2004.BCR,Greece,food,food contact materials,migration of lead (190.6 mg/l) from blue coloured tea - water cup
1923,information,24/05/2004,,2004.BCM,Germany,food,fish and fish products,mercury (2.49 mg/kg - ppm) in swordfish (Xiphias gladius)
1924,information,11/05/2004,,2004.BBC,United Kingdom,food,herbs and spices,lead (62; 38 mg/kg - ppm) in meat and vegetable masala
1925,information,07/05/2004,,2004.BAQ,Czech Republic,food,"dietetic foods, food supplements, fortified foods",cadmium (1.35 mg/kg - ppm) in food supplements
1926,information,07/05/2004,,2004.BAK,United Kingdom,food,fish and fish products,cadmium (0.08 mg/kg - ppm) in chilled swordfish loins (Xiphias gladius)
1927,information,06/05/2004,,2004.AZJ,Spain,food,fish and fish products,mercury (0.64 mg/kg - ppm) in pink cusk-eel tails (Genypterus blacodes)
1928,information,03/05/2004,,2004.AYR,Netherlands,food,fish and fish products,mercury (1.6 mg/kg - ppm) in fresh smoked swordfish (Xiphias gladius)
1929,alert,27/04/2004,,2004.193,Italy,food,fish and fish products,mercury (1.693 mg/kg - ppm) in swordfish loins (Xiphias gladius)
1930,information,23/04/2004,,2004.AXL,Italy,food,molluscs and products thereof - (obsolete),cadmium (1412 µg/kg - ppb) in frozen cuttlefish (Sepia spp)
1931,information,23/04/2004,,2004.AXH,Spain,food,confectionery,arsenic (0.3 mg/kg - ppm) in chewing gums
1932,information,19/04/2004,,2004.AWR,Greece,food,food contact materials,migration of lead (103.9 mg/l) from ceramic water-wine jug
1933,alert,19/04/2004,,2004.176,Denmark,food,fruits and vegetables,lead (142 µg/kg - ppb) in canned peaches
1934,information,14/04/2004,,2004.AVB,Spain,food,fruits and vegetables,cadmium (0.6 1.8 mg/kg - ppm) in dried mushrooms
1935,information,14/04/2004,,2004.AUU,Spain,food,fish and fish products,mercury (0.63 mg/kg - ppm) in frozen ling
1936,information,13/04/2004,,2004.AUS,Spain,food,fruits and vegetables,arsenic (28 mg/kg - ppm) in roasted seaweed
1937,information,06/04/2004,,2004.ATZ,United Kingdom,food,fish and fish products,cadmium (0.88 mg/kg - ppm) and mercury (3 mg/kg - ppm) in fresh swordfish fillets (Xiphias gladius)
1938,information,02/04/2004,,2004.ASZ,Italy,food,meat and meat products (other than poultry),zinc (81.5 mg/kg - ppm) in edible gelatine from bovine origin
1939,information,25/03/2004,,2004.ARB,Italy,food,fish and fish products,lead (0.7 mg/kg - ppm) in tuna (Thunnus albacares)
1940,information,24/03/2004,,2004.AQV,Italy,food,molluscs and products thereof - (obsolete),cadmium (1.25 mg/kg - ppm) in frozen baby octopus
1941,alert,19/03/2004,,2004.132,Denmark,food,fruits and vegetables,lead (0.204 mg/kg - ppm) in peaches in syrup
1942,information,16/03/2004,,2004.APW,Germany,food,fish and fish products,mercury (1.635 mg/kg - ppm) in swordfish loins (Xiphias gladius)
1943,information,12/03/2004,,2004.APH,Germany,food,fish and fish products,mercury (1.37 mg/kg - ppm) in swordfish (Xiphias gladius)
1944,information,04/03/2004,,2004.ANU,United Kingdom,food,fish and fish products,mercury (1.4 mg/kg - ppm) in chilled swordfish loins (Xiphias gladius)
1945,information,04/03/2004,,2004.ANS,Spain,food,fish and fish products,mercury (0.682 mg/kg - ppm) in pink cusk-eel (Genypterus blacodes)
1946,information,04/03/2004,,2004.ANQ,Spain,food,fish and fish products,cadmium (0.08 mg/kg - ppm) in frozen swordfish (Xiphias gladius)
1947,information,01/03/2004,,2004.AMU,Spain,food,fruits and vegetables,arsenic (14.1 mg/kg - ppm) in seaweed preparations
1948,information,01/03/2004,,2004.AMT,Spain,food,fruits and vegetables,arsenic (15.0 mg/kg - ppm) in black seaweed
1949,information,17/02/2004,,2004.AKN,Netherlands,food,fish and fish products,cadmium (0.055 mg/kg - ppm) and mercury (1.5 mg/kg - ppm) in fresh clear smoke swordfish loins (Xiphias gladius)
1950,information,13/02/2004,,2004.AKD,Portugal,food,molluscs and products thereof - (obsolete),cadmium (1.4 mg/kg - ppm) in frozen squid (Loligo spp)
1951,alert,10/02/2004,,2004.071,Italy,food,fish and fish products,"mercury (2.33 mg/kg - ppm) in smoked swordfish (Xiphias gladius),sliced and pre-packed"
1952,information,09/02/2004,,2004.AIM,Italy,food,fish and fish products,cadmium (0.10 mg/kg - ppm) in sliced frozen swordfish (Xiphias gladius)
1953,information,06/02/2004,,2004.AIB,Netherlands,food,fish and fish products,mercury (1.2 mg/kg - ppm) in swordfish loins (Xiphias gladius)
1954,information,06/02/2004,,2004.AIA,Netherlands,food,fish and fish products,mercury (1.1 µg/kg - ppb) in fresh clear smoke swordfish loins  (Xiphias gladius)
1955,information,06/02/2004,,2004.AHZ,Netherlands,food,fish and fish products,cadmium (0.1 mg/kg - ppm) and mercury (2.5 mg/kg - ppm) in fresh swordfish loins (Xiphias gladius)
1956,information,05/02/2004,,2004.AHX,Netherlands,food,fish and fish products,cadmium (0.2 mg/kg - ppm) and mercury (2.2 mg/kg - ppm) in fresh swordfish loins (Xiphias gladius)
1957,alert,05/02/2004,,2004.064,Italy,food,fish and fish products,mercury (2253 mg/kg - ppm) in slices of frozen swordfish  (Xiphias gladius)
1958,alert,02/02/2004,,2004.058,Italy,food,fish and fish products,mercury (2.04 mg/kg - ppm) in smoked swordfish (Xiphias gladius)
1959,information,28/01/2004,,2004.AGC,Germany,food,fish and fish products,mercury (1.28 mg/kg - ppm) in frozen swordfish loins (Xiphias gladius)
1960,information,27/01/2004,17/10/2007,2004.AEY,Italy,food,molluscs and products thereof - (obsolete),cadmium (1.04 mg/kg - ppm) in frozen octopus
1961,alert,26/01/2004,26/10/2010,2004.042,Portugal,food,fish and fish products,mercury (1.3 mg/kg - ppm) in frozen swordfish
1962,information,26/01/2004,,2004.AER,Belgium,food,fish and fish products,mercury (5.516 (??) mg/kg - ppm) in frozen swordfish (Xiphias gladius)
1963,information,26/01/2004,,2004.AEP,Belgium,food,molluscs and products thereof - (obsolete),cadmium (1.3 mg/kg - ppm) in frozen cuttlefish (Loligo japonica)
1964,information,21/01/2004,,2004.ADM,Sweden,food,food contact materials,migration of lead (520 + 60 + 2000 + 170 mg/l) from ceramic products
1965,information,16/01/2004,,2004.ACT,Portugal,food,molluscs and products thereof - (obsolete),cadmium (1.9 mg/kg - ppm) in whole frozen cuttlefish
1966,information,16/01/2004,,2004.ACS,Netherlands,food,fish and fish products,cadmium (0.19 mg/kg - ppm) and mercury (2.0 mg/kg - ppm) in fresh clear smoke swordfish (Xiphias gladius)
1967,information,12/01/2004,,2004.ABA,Netherlands,food,fish and fish products,cadmium (0.11 mg/kg - ppm) and mercury (1.8 mg/kg - ppm) in fresh swordfish (Xiphias gladius)
1968,information,09/01/2004,,2004.AAW,Spain,food,confectionery,arsenic (0.2 mg/kg - ppm) and lead (0.4 mg/kg - ppm) in chewing gum
1969,information,09/01/2004,,2004.AAV,Spain,food,confectionery,arsenic (0.2 mg/kg - ppm) and lead (0.3 mg/kg - ppm) in chewing gum
1970,information,08/01/2004,,2004.AAS,Italy,food,food contact materials,migration of nickel (4.9 mg/kg - ppm) from metal whisks
1971,information,06/01/2004,,2004.AAG,Spain,food,fish and fish products,cadmium (0.1 mg/kg - ppm) in swordfish
1972,information,23/12/2003,,2003.CTQ,Spain,food,fish and fish products,cadmium (0.1 mg/kg - ppm) in frozen swordfish
1973,information,23/12/2003,,2003.CTP,Spain,food,fish and fish products,cadmium (0.1 mg/kg - ppm) in frozen swordfish
1974,information,23/12/2003,,2003.CTO,Spain,food,fish and fish products,cadmium (0.1 mg/kg - ppm) in frozen swordfish
1975,information,22/12/2003,,2003.CSX,Spain,food,wild caught fish and products thereof (other than crustaceans and molluscs) - (obsolete),cadmium (0.2 mg/kg - ppm) in swordfish (Xiphias gladius)
1976,information,22/12/2003,,2003.CSU,Spain,food,fruits and vegetables,arsenic (33.8 mg/kg - ppm) in seaweed
1977,information,18/12/2003,,2003.CRJ,Portugal,food,fish and fish products,cadmium (0.10 mg/kg - ppm) in  frozen swordfish (Xiphias gladius)
1978,information,04/12/2003,,2003.COX,Germany,food,fish and fish products,mercury (1.211 + 1.255 + 1.167 average: 1.211 mg/kg - ppm) in frozen oilfish (Lepidocybium flavobrunneum)
1979,information,03/12/2003,,2003.COI,Portugal,food,molluscs and products thereof - (obsolete),cadmium (1.24 mg/kg - ppm) in cuttlefish
1980,information,02/12/2003,,2003.COD,Spain,food,fish and fish products,cadmium (0.1 mg/kg - ppm) in frozen swordfish
1981,information,02/12/2003,,2003.COC,Spain,food,fish and fish products,mercury (0.6 mg/kg - ppm) in frozen pink ling (Genypterus blacodes)
1982,information,02/12/2003,,2003.CNZ,Spain,food,fish and fish products,cadmium (0.2 mg/kg - ppm) and mercury (1.1 mg/kg - ppm) in frozen swordfish
1983,information,28/11/2003,,2003.CND,Portugal,food,fish and fish products,cadmium (0.08 mg/kg - ppm) in frozen swordfish
1984,information,28/11/2003,,2003.CNB,Portugal,food,fish and fish products,cadmium (0.06 mg/kg - ppm) in frozen swordfish (Xiphias gladius)
1985,information,26/11/2003,,2003.CMS,Greece,food,molluscs and products thereof - (obsolete),cadmium (4.25 mg/kg - ppm) in octopus in hot sauce
1986,information,25/11/2003,,2003.CMG,Italy,food,food contact materials,migration of nickel (SPECIFIC MIGRATION OF NICKEL DETECTED	 					SPECIFIC MIGRATION CR = N.R. 	 					SPECIFIC MIGRATION NI = 1.1 mg/kg - ppm) from metal whisk with wooden handle
1987,information,21/11/2003,,2003.CKN,Luxembourg,food,farmed crustaceans and products thereof - (obsolete),quicksilver (mercury) droplets in giant freshwater shrimp tails
1988,alert,20/11/2003,,2003.391,Italy,food,fish and fish products,mercury (1.42 mg/kg - ppm) in defrosted swordfish  (Xiphias gladius)
1989,information,18/11/2003,,2003.CJM,Spain,food,fish and fish products,cadmium (0.07 mg/kg - ppm) in frozen swordfish (Xiphias gladius)
1990,information,18/11/2003,,2003.CJK,Spain,food,fruits and vegetables,arsenic (6.9 mg/kg - ppm) in dried seaweed
1991,information,18/11/2003,,2003.CJI,Spain,food,fish and fish products,cadmium (0.1 mg/kg - ppm) in frozen swordfish (Xiphias gladius)
1992,information,18/11/2003,,2003.CJG,Spain,food,fish and fish products,cadmium (0.06 mg/kg - ppm) in swordfish  (Xiphias gladius)
1993,information,18/11/2003,,2003.CJE,Italy,food,crustaceans and products thereof,lead (1.114 mg/kg - ppm) in live lobsters (Homarus americanus)
1994,information,18/11/2003,,2003.CJD,Spain,food,fish and fish products,cadmium (0.3 mg/kg - ppm) in frozen swordfish (Xiphias gladius)
1995,alert,14/11/2003,,2003.376,Portugal,food,wild caught fish and products thereof (other than crustaceans and molluscs) - (obsolete),mercury (1.7 mg/kg - ppm) in tuna fish
1996,information,13/11/2003,,2003.CHY,Italy,food,wild caught fish and products thereof (other than crustaceans and molluscs) - (obsolete),mercury (1.13 mg/kg - ppm) in frozen swordfish (Xiphias gladius)
1997,information,11/11/2003,,2003.CGT,Italy,food,crustaceans and products thereof,lead (0.776 mg/kg - ppm) in live lobsters (Homarus americanus)
1998,information,10/11/2003,,2003.CGJ,Italy,food,crustaceans and products thereof,lead (1.005 mg/kg - ppm) in live lobsters
1999,information,10/11/2003,,2003.CGI,Portugal,food,fish and fish products,mercury (1.7 mg/kg - ppm) in swordfish (Xiphias gladius)
2000,information,05/11/2003,,2003.CFM,Spain,food,molluscs and products thereof - (obsolete),cadmium (>1.0 mg/kg - ppm) in frozen squid
2001,information,03/11/2003,,2003.CEX,Italy,food,fish and fish products,cadmium (0.08 mg/kg - ppm) in frozen swordfish (Xiphias gladius)
2002,information,03/11/2003,,2003.CEW,Italy,food,fish and fish products,cadmium (presence) in frozen swordfish (Xiphias gladius)
2003,information,31/10/2003,,2003.CEG,Italy,food,wild caught fish and products thereof (other than crustaceans and molluscs) - (obsolete),mercury (1.43 mg/kg - ppm) in swordfish (Xiphias gladius)
2004,information,30/10/2003,,2003.CEB,Italy,food,crustaceans and products thereof,lead (1.6 mg/kg - ppm) in live lobsters
2005,information,30/10/2003,,2003.CEA,Italy,food,crustaceans and products thereof,lead (2.0 mg/kg dry matter) in live lobsters (Homarus americanus)
2006,information,30/10/2003,,2003.CDZ,Italy,food,crustaceans and products thereof,lead (0.93 mg/kg - ppm) in live lobsters (Homarus americanus)
2007,alert,29/10/2003,,2003.348,Italy,food,crustaceans and products thereof,lead (0.53 mg/kg - ppm) in live lobsters (Homarus americanus)
2008,information,21/10/2003,,2003.CCH,Spain,food,molluscs and products thereof - (obsolete),cadmium (1.4 µg/kg - ppb) in frozen squid
2009,information,21/10/2003,,2003.CCF,Spain,food,crustaceans and products thereof,cadmium (3.3 mg/kg - ppm) in frozen cuttlefish
2010,information,20/10/2003,,2003.CCE,Italy,food,food contact materials,migration of chromium (10.8 µg/kg - ppb) from table knives
2011,information,10/10/2003,,2003.CAI,Italy,food,fish and fish products,cadmium (0.08 mg/kg dry matter) in frozen swordfish (Xiphias gladius)
2012,information,10/10/2003,,2003.CAB,Italy,food,wild caught fish and products thereof (other than crustaceans and molluscs) - (obsolete),cadmium (0.057 mg/kg - ppm) in fresh refrigerated swordfish fillets (Xiphias gladius)
2013,information,10/10/2003,,2003.BYV,Portugal,food,fish and fish products,mercury (1.4 mg/kg - ppm) in frozen swordfish steaks (Xiphias gladius)
2014,information,08/10/2003,,2003.BYG,Italy,food,wild caught fish and products thereof (other than crustaceans and molluscs) - (obsolete),lead (1.85 mg/kg - ppm) in fresh tuna fillets
2015,information,07/10/2003,,2003.BYC,Italy,food,fish and fish products,cadmium (0.12 mg/kg - ppm) in frozen swordfish (Xiphias gladius)
